users,items
2601,21
260,21
1886,22
2753,22
1454,22
1555,22
4621,22
4201,22
279,22
1357,22
4038,22
2937,22
824,22
1886,23
3834,23
3128,23
2777,23
3696,23
185,23
2961,23
4190,24
146,24
3128,24
4201,24
2870,24
3288,24
4027,24
4890,25
405,25
1884,25
1886,25
1454,25
959,25
3683,25
4398,25
4621,25
1492,25
4201,25
2875,25
1733,25
261,25
4926,25
2162,25
2937,25
3413,25
4490,25
1047,25
1597,25
1150,25
2326,25
4836,26
1886,26
760,26
3834,26
3128,26
2777,26
185,26
2961,26
1886,27
4190,27
1563,27
3128,27
4201,27
2554,27
3288,27
410,27
260,27
185,27
3325,28
3676,28
1025,28
3144,28
3080,28
3849,28
3592,28
640,28
1668,28
88,28
4831,28
2062,28
3229,28
46,28
3127,28
148,28
3594,28
3731,28
2061,28
2179,28
690,28
4465,28
4422,28
4067,28
2277,28
4038,28
2126,28
3423,28
4117,28
3325,29
2973,29
796,29
4690,29
3333,29
2025,29
640,29
3834,29
2864,29
4914,29
1700,29
4481,29
2265,29
671,29
964,29
1538,29
3659,29
4067,29
4069,29
402,29
2205,29
252,29
425,29
157,29
3413,29
3883,29
1462,29
1145,29
377,30
4618,30
1991,30
282,30
4690,31
4190,31
4104,31
3456,31
3572,31
520,32
1886,32
4190,32
4104,32
4618,32
894,32
5,32
3456,32
463,32
350,32
185,32
3413,32
4055,32
4117,32
4987,33
4690,33
2649,33
4618,33
473,33
2203,33
3456,33
1886,34
959,34
3876,34
4621,34
2875,34
4422,34
2169,34
2278,34
2937,34
2377,34
1047,34
4190,35
4201,35
181,35
2154,35
4038,35
185,35
3325,36
1095,36
3592,36
4103,36
2864,36
1030,36
4831,36
3731,36
690,36
1517,36
4494,36
851,36
4067,36
2277,36
4038,36
3900,36
3672,36
3834,37
2119,37
4038,37
4676,37
185,37
459,37
732,38
781,38
1886,38
4532,38
2387,38
3834,38
922,38
3128,38
2777,38
2543,38
1772,38
2800,38
3541,38
1566,38
185,38
4252,38
2923,38
4085,39
667,39
684,39
2815,39
2196,39
4690,39
3615,39
3202,39
733,39
3304,39
1766,39
4150,39
4948,39
4928,39
2728,39
2906,39
2353,39
2778,39
4067,39
4206,39
4595,39
168,39
1201,39
2126,39
807,39
1663,39
4697,39
1544,39
4864,39
3899,40
879,40
1882,40
4038,40
1739,40
463,40
3392,41
3128,41
148,41
4618,41
3456,41
185,41
1886,42
3128,42
2338,42
4424,42
4201,42
4616,42
4038,42
4338,42
1886,43
3128,43
879,43
3456,43
185,43
1343,44
1886,44
2059,44
4621,44
2875,44
312,44
2937,44
4338,44
278,44
1047,44
2582,45
3082,45
3834,45
3128,45
719,45
1882,45
4038,45
1635,45
5,45
4246,45
2961,45
4859,46
4116,46
532,46
4470,46
3575,46
3911,46
3250,46
2106,46
4364,46
4539,46
210,46
586,46
3128,46
1478,46
4800,46
3723,46
2119,46
3493,46
2780,46
710,46
1733,46
1248,46
2628,46
4430,46
1720,46
994,46
282,46
2317,46
621,46
4511,46
1631,46
968,46
4565,46
3074,46
4055,46
4072,46
4460,47
328,47
4582,47
654,47
2603,47
4886,47
505,48
2503,48
491,48
534,48
3833,48
2762,48
4136,48
3820,48
4716,48
3560,48
3800,48
4064,48
1817,48
1257,48
1591,48
3037,48
2485,48
2968,48
3221,48
868,48
1059,48
316,48
1261,48
2845,48
1037,48
604,48
2673,48
1862,48
1426,48
1322,48
687,48
174,48
1301,48
810,49
1529,49
3833,49
4136,49
1752,49
1622,49
4855,49
4064,49
1817,49
1591,49
2932,49
3037,49
4024,49
1800,49
3242,49
60,49
4739,49
1059,49
2473,49
611,49
3199,49
316,49
1261,49
2845,49
2096,49
1453,49
426,49
950,49
1037,49
604,49
2673,49
1862,49
1480,49
687,49
174,49
4786,49
3219,49
3096,50
810,50
491,50
3833,50
1871,50
2918,50
4136,50
914,50
1590,50
2537,50
4228,50
2505,50
4410,50
3762,50
4064,50
1817,50
1257,50
1591,50
2932,50
4602,50
2485,50
2968,50
4024,50
3453,50
4585,50
1031,50
1207,50
3242,50
1605,50
3337,50
1331,50
1059,50
3465,50
671,50
3297,50
1455,50
3963,50
316,50
657,50
1261,50
2845,50
4405,50
1699,50
1037,50
604,50
2673,50
3244,50
1862,50
1426,50
1072,50
1029,50
2603,50
1320,50
1218,50
687,50
3170,50
3932,50
174,50
3498,50
2666,50
2531,50
568,50
2248,50
253,50
1462,50
3701,50
547,51
3833,51
1843,51
699,51
1769,51
952,52
3833,52
802,52
515,52
4548,52
2952,53
3871,53
3787,53
4629,53
2415,53
1591,53
2932,53
1792,53
4017,53
4817,53
1982,53
3051,53
3946,53
1003,53
4023,53
4024,53
100,53
3178,53
3620,53
2329,53
4739,53
609,53
4495,53
2293,53
2845,53
855,53
1699,53
3277,53
168,53
1112,53
1037,53
604,53
3125,53
1345,53
2603,53
334,53
3419,53
2031,53
508,54
1079,54
1317,54
1112,54
2394,55
2573,55
1119,55
124,55
3325,56
1529,56
3560,56
2738,56
1591,56
1792,56
834,56
3946,56
4024,56
2556,56
100,56
1697,56
2781,56
4739,56
4495,56
2974,56
3886,56
1261,56
3277,56
1037,56
359,56
341,56
1345,56
1336,56
3419,56
4666,56
3325,57
4629,57
3139,57
3113,57
2364,57
2556,57
2185,57
1869,57
2333,57
4495,57
1037,57
3352,57
362,57
3419,57
3325,58
2997,58
508,58
1591,58
1792,58
3178,58
4863,58
1869,58
2333,58
4495,58
1261,58
1056,58
509,58
3165,58
2555,58
2379,58
3419,58
1589,58
4666,58
235,58
3605,59
3325,59
1697,59
4863,59
1869,59
4495,59
3843,59
3419,59
4666,59
3883,59
3325,60
4317,60
1591,60
2932,60
4817,60
4384,60
1139,60
1869,60
609,60
4495,60
3020,60
604,60
341,60
3419,60
1197,60
4666,60
498,61
4237,61
3107,61
3928,61
4644,62
1843,62
2478,62
824,62
1363,63
2505,63
789,63
3774,63
726,64
789,64
4458,64
3774,64
1037,64
4434,64
3906,64
100,65
789,65
1037,65
1842,65
3139,66
3337,66
57,66
3567,66
603,66
1886,67
261,67
185,67
3413,67
2154,68
4038,68
4,68
3933,68
721,68
1886,69
4719,69
1478,69
2785,69
1248,69
1886,70
4823,70
3652,70
3128,70
3519,70
1206,70
1248,70
4458,70
3692,70
807,70
3572,70
185,70
3827,71
2196,71
4895,71
2548,71
1330,71
4108,71
1251,71
3438,72
4423,72
1703,72
2466,72
1816,72
2996,72
34,73
300,73
1559,73
3,73
1003,73
4024,73
671,73
2445,73
3484,73
2786,73
34,74
4585,74
4799,74
869,74
2654,74
1529,75
2420,75
1657,75
1250,75
1401,75
2095,75
3535,75
2001,75
304,75
2092,75
1529,76
534,76
1657,76
1059,76
2001,76
4485,76
1529,77
4100,77
2001,77
616,77
668,77
3209,78
2262,78
1612,78
3438,78
2552,78
2845,78
4423,78
4962,78
4598,78
826,78
952,79
4890,79
3355,79
4253,79
4309,79
3191,79
1202,79
1523,79
2488,80
2549,80
325,80
526,80
4023,80
3453,80
2008,80
2090,80
4328,80
4739,80
3438,80
2345,80
4067,80
4705,80
477,80
4135,80
3953,80
3265,80
603,80
4769,80
2976,80
3906,80
4599,81
4456,81
3096,81
1822,81
1850,81
4372,81
4587,81
3641,81
1321,81
2199,81
4110,81
1775,81
1379,81
2200,81
2223,81
4214,81
985,81
57,81
859,81
2653,81
4533,81
1071,81
3953,81
3101,81
1176,81
1544,81
4071,81
3090,81
3906,81
34,82
4680,82
2704,82
1639,82
1591,82
1792,82
1982,82
780,82
551,82
1261,82
3277,82
174,82
4311,82
4666,82
1250,83
4585,83
671,83
2552,83
4799,83
4178,83
668,83
3096,84
893,84
221,84
2575,84
3203,84
3618,84
2067,85
590,85
3325,85
1190,85
4152,85
4904,85
2426,85
2166,85
1038,85
1982,85
2485,85
4002,85
1615,85
1003,85
3067,85
4585,85
3440,85
1646,85
2551,85
1196,85
4251,85
4286,85
2778,85
591,85
2552,85
1487,85
1743,85
423,85
1427,85
3484,85
1281,85
2528,85
3419,85
3991,85
4638,85
1905,85
1696,85
321,85
3325,86
1681,86
4988,86
3491,86
1591,86
3020,86
4272,87
2008,87
168,87
3298,87
4280,87
1523,87
3169,87
684,88
4980,88
534,88
2972,88
3443,88
2256,88
1983,88
2270,88
2415,88
3598,88
2811,88
1982,88
2596,88
3067,88
4538,88
961,88
4925,88
488,88
604,88
3951,88
2395,88
2088,88
4453,88
3708,88
3157,88
1917,88
44,89
3077,89
3745,89
2552,89
1037,89
4342,89
1173,90
4980,90
550,90
2991,90
2520,90
893,90
1549,90
1175,90
330,90
1792,90
1930,90
4247,90
289,90
3744,90
4323,90
4286,90
591,90
4277,90
2752,90
3929,90
4645,90
2126,90
3788,90
1427,90
4453,90
550,91
289,91
4287,91
1493,91
3499,91
3782,91
785,91
423,91
1427,91
2120,91
3560,92
330,92
2020,92
111,92
4949,92
1759,92
3567,92
1832,92
2819,92
3419,92
4638,92
3325,93
1681,93
1590,93
3036,93
3246,93
3020,93
1037,93
2745,93
4967,93
1871,94
816,94
596,94
3051,94
4951,94
3067,94
3644,94
4815,94
2608,95
684,95
4980,95
547,95
534,95
2925,95
2942,95
3486,95
1271,95
1982,95
4002,95
4636,95
4170,95
2212,95
1298,95
3837,95
2900,95
1620,95
2395,95
1758,95
4453,95
2671,95
2819,95
3157,95
4666,95
550,96
3627,96
4625,96
2848,96
4659,96
1493,96
3273,96
1427,96
2270,97
570,97
4652,97
581,97
3748,97
4365,97
451,97
365,97
3261,98
1038,98
1509,98
3716,98
4459,98
3325,99
1238,99
4806,99
1276,99
1660,99
1728,99
1677,99
1681,100
4500,100
4988,100
3923,100
3058,100
3964,100
303,100
2763,100
1037,100
767,100
3079,100
882,100
3490,100
4967,100
849,101
4204,101
2925,102
2270,102
1792,102
1766,102
951,102
2212,102
3506,102
4286,102
4354,102
4625,103
1298,103
4554,103
2642,103
1353,104
4212,104
4895,104
1643,104
1132,104
2714,104
3292,104
4342,104
20,105
581,105
2526,105
1578,105
1974,105
2306,105
2126,105
4908,105
3137,105
3995,105
3883,105
4088,106
4555,106
4836,106
732,106
2186,106
3187,106
2446,106
2188,106
2623,106
532,106
4504,106
3209,106
3252,106
4969,106
1886,106
3787,106
1454,106
2283,106
2427,106
190,106
988,106
4207,106
3128,106
3606,106
4201,106
4087,106
4200,106
4616,106
2790,106
1167,106
660,106
4760,106
1532,106
1830,106
2216,106
3870,106
1488,106
3288,106
1927,106
2548,106
4687,106
4304,106
3038,106
4400,106
440,106
4926,106
621,106
1112,106
2162,106
1384,106
122,106
332,106
3541,106
3667,106
3586,106
531,106
1481,106
1446,106
4916,106
884,106
430,106
1047,106
213,106
729,106
4597,106
1150,106
1462,106
2326,106
3520,106
745,106
1929,107
1156,107
195,107
534,107
2420,107
550,107
186,107
111,107
1517,107
4358,107
3771,107
3837,107
438,107
2215,107
4453,107
4442,107
3419,107
4990,108
1332,108
2109,108
2,108
4286,108
2552,108
3487,108
4423,108
3393,108
4919,108
4280,108
2281,109
70,109
1503,109
4423,109
1703,109
1816,109
1994,110
2297,110
2068,110
4719,110
1668,110
581,110
2526,110
2009,110
4817,111
3178,111
3419,111
2547,111
32,111
34,112
1280,112
2700,112
2819,112
3325,113
2676,113
1569,113
3067,113
3154,113
2736,113
2951,113
1069,113
1774,114
3871,114
1422,114
2817,114
2270,114
570,114
2575,114
2736,114
1229,114
630,114
1065,115
4980,115
1355,115
3358,115
4834,115
2612,115
2611,115
105,116
3560,116
3213,116
1374,116
2552,116
2854,116
244,116
2420,117
1872,117
2044,117
3438,117
1699,117
4085,118
2297,118
838,118
3849,118
3495,118
4514,118
119,118
2274,118
1537,118
4014,118
2519,118
3664,118
1766,118
1982,118
2968,118
2133,118
363,118
4289,118
2963,118
1541,118
3731,118
1836,118
2353,118
494,118
4042,118
2548,118
1812,118
1578,118
4947,118
2052,118
3487,118
2660,118
3774,118
2215,118
136,118
3790,118
4206,118
604,118
3844,118
322,118
807,118
4437,118
1663,118
1053,118
587,118
1396,118
4280,118
3701,118
3849,119
2265,119
1663,119
3559,119
1886,120
3876,120
363,120
4201,120
1488,120
4926,120
3572,120
4585,121
3907,121
4452,121
825,121
3096,122
3885,122
905,122
4100,122
3202,122
2604,122
1721,122
4895,122
4779,122
1337,122
2021,122
3204,122
4552,122
3731,122
2371,122
629,122
2418,122
4053,122
3386,122
4874,122
1584,122
4223,123
3128,123
2554,123
4038,123
3456,123
1868,123
185,123
2429,123
4987,124
2753,124
3128,124
3569,124
1733,124
1134,124
3456,124
1868,124
3572,124
1416,125
2403,125
879,125
4618,125
312,125
350,125
3504,125
3149,126
2403,126
1478,126
879,126
3569,126
470,126
1248,126
3456,126
185,126
4617,127
2846,127
4833,127
4380,127
105,127
2048,127
2233,127
2717,127
4960,127
3279,127
3852,127
3386,127
2111,127
2730,127
1545,128
3861,128
1521,128
2803,128
3833,128
1440,128
1432,128
399,128
2233,128
4895,128
434,128
758,128
3731,128
1582,128
2313,128
1159,128
2203,128
4181,128
1347,128
151,128
2092,128
1726,128
1096,128
2297,129
684,129
20,129
2925,129
1716,129
893,129
3202,129
3357,129
1569,129
3121,129
2519,129
4095,129
1668,129
1143,129
3722,129
1700,129
3731,129
3457,129
4286,129
871,129
2766,129
4357,129
2527,129
4697,129
3145,129
1251,129
3811,129
4338,129
2992,129
4175,130
684,130
195,130
3415,130
1982,130
1921,130
100,130
2008,130
70,130
1493,130
3948,130
2998,130
2759,130
2453,130
2445,130
1072,130
573,130
561,130
443,130
2328,131
3592,131
1131,131
1700,131
358,131
4422,131
4067,131
4293,131
2992,131
4367,132
3248,132
2671,132
4544,132
471,133
1871,133
1139,133
4383,133
2552,133
1038,134
2635,134
3135,134
1140,134
4545,134
3419,134
4635,135
261,135
2736,135
3867,136
4287,136
4453,136
2786,136
1337,137
3067,137
1466,137
1700,137
4574,137
346,137
3883,137
1462,137
2608,138
1414,138
3325,138
2986,138
4024,138
3067,138
3948,138
2212,138
4067,138
604,138
4419,138
4974,138
2976,138
2100,139
4152,139
2420,139
3684,139
3202,139
1647,139
1337,139
4506,139
4785,139
1594,139
1646,139
513,139
4259,139
2578,139
4854,139
3687,139
2992,139
3711,139
3024,140
1707,140
2239,140
1591,140
1792,140
4024,140
100,140
4917,140
671,140
316,140
4067,140
4689,140
57,140
2315,140
4533,140
1691,140
2351,140
4515,140
3906,140
4661,141
57,141
2932,142
4024,142
289,142
1379,142
3685,142
833,142
1092,142
2223,142
4067,142
985,142
3953,142
129,142
4456,143
2560,143
1591,143
4023,143
1891,143
786,143
4533,143
1950,143
235,143
3776,144
4024,144
2223,144
4067,144
2586,144
1822,145
2199,145
4651,145
859,145
1822,146
4024,146
3453,146
1492,146
1775,146
1379,146
2223,146
4067,146
1351,146
251,146
164,146
3776,147
3263,147
1591,147
1321,147
1775,147
833,147
2330,147
672,147
4067,147
4689,147
985,147
4533,147
164,147
1950,147
1707,148
4661,148
4023,148
4067,148
3642,148
1969,148
3303,149
3453,149
985,149
171,149
4456,150
3325,150
3096,150
4850,150
3263,150
823,150
2291,150
3358,150
2932,150
3519,150
364,150
2579,150
1321,150
833,150
2223,150
4067,150
4689,150
1346,150
2315,150
4533,150
3953,150
129,150
1691,150
1969,150
4071,150
1950,150
3906,150
3453,151
2242,151
3438,151
2345,151
985,151
2654,151
4456,152
4850,152
2239,152
2242,152
4110,152
706,152
2200,152
2223,152
1950,152
2770,153
810,153
47,153
3833,153
2890,153
1454,153
1133,153
3248,153
3779,153
2917,153
3500,153
4356,153
1834,153
1591,153
2485,153
3519,153
4023,153
3688,153
4578,153
3731,153
4603,153
4739,153
695,153
1488,153
279,153
4067,153
1244,153
1968,153
3897,153
1462,153
4117,153
3325,154
4023,154
100,154
4601,154
85,154
3434,154
4067,154
3833,155
1952,155
1216,155
782,155
4603,155
1554,155
2736,155
3779,156
4023,156
3374,156
85,156
1052,156
2480,157
4023,157
4220,157
85,157
337,157
3531,158
1216,158
4603,158
1244,158
3572,158
3833,159
498,159
1850,159
1336,159
3928,159
2071,159
4631,160
1564,160
1378,160
4731,160
1226,160
2200,160
1261,160
1769,160
3776,161
4317,161
2485,161
2781,161
3017,161
4186,161
1529,162
2045,162
3833,162
3252,162
4750,162
966,162
3560,162
3800,162
2704,162
1930,162
4024,162
4585,162
3269,162
2552,162
3613,162
375,162
2653,162
960,162
174,162
3325,163
3546,163
3592,163
3500,163
500,163
4067,163
1462,163
4085,164
4537,164
3325,164
684,164
1204,164
1876,164
2328,164
3676,164
796,164
2925,164
2025,164
3849,164
1421,164
399,164
4349,164
570,164
1792,164
2224,164
2864,164
1668,164
4150,164
4652,164
3722,164
4911,164
3731,164
4603,164
161,164
139,164
2265,164
707,164
3837,164
4463,164
4422,164
3659,164
1412,164
4108,164
1251,164
157,164
2992,164
2879,164
4117,164
1136,165
4890,165
732,165
2186,165
4362,165
1886,165
2494,165
3926,165
2106,165
2810,165
4982,165
3834,165
1591,165
2777,165
4024,165
4576,165
4313,165
4424,165
4201,165
1695,165
4616,165
2562,165
4067,165
261,165
4038,165
2162,165
185,165
2558,165
4252,165
4055,165
4027,165
3065,165
4085,166
4537,166
2297,166
3325,166
684,166
2328,166
2025,166
1716,166
733,166
570,166
2224,166
2864,166
3664,166
1766,166
1668,166
4951,166
4831,166
679,166
3691,166
4652,166
4313,166
581,166
1775,166
4911,166
1700,166
3731,166
2533,166
161,166
139,166
2265,166
707,166
3837,166
4463,166
4422,166
3659,166
2110,166
3781,166
3753,166
2656,166
4108,166
4656,166
1251,166
4854,166
2992,166
1462,166
4240,166
1766,167
4067,167
4592,167
2261,167
3672,167
1136,168
520,168
732,168
3325,168
4362,168
1880,168
1886,168
4025,168
3043,168
2361,168
1454,168
3315,168
3542,168
2106,168
2810,168
3834,168
1591,168
1319,168
988,168
2338,168
4024,168
4576,168
4201,168
1695,168
2247,168
4616,168
2554,168
1733,168
994,168
4067,168
1856,168
3553,168
3050,168
3371,168
5,168
2162,168
3322,168
4279,168
207,168
138,168
3586,168
510,168
2092,168
531,168
1860,168
4027,168
2923,168
745,168
21,169
4009,169
915,169
1914,169
705,169
730,169
4859,169
3149,169
2816,169
4116,169
938,169
1999,169
3575,169
4125,169
1883,169
3252,169
1886,169
1095,169
1177,169
896,169
2767,169
3911,169
4691,169
324,169
3442,169
3267,169
1326,169
2283,169
4134,169
959,169
3315,169
48,169
3314,169
4190,169
1706,169
2106,169
3023,169
4792,169
1376,169
1694,169
1693,169
640,169
3082,169
2289,169
4103,169
1216,169
4539,169
2779,169
2801,169
3128,169
31,169
2777,169
3061,169
1294,169
3459,169
3808,169
820,169
1644,169
4424,169
4201,169
130,169
55,169
2066,169
2440,169
595,169
2304,169
1700,169
3493,169
4101,169
879,169
2406,169
4418,169
3230,169
188,169
3724,169
1772,169
2940,169
1733,169
4760,169
1004,169
2216,169
2628,169
2999,169
3360,169
1918,169
4430,169
4440,169
994,169
4067,169
1164,169
2845,169
181,169
612,169
4789,169
1078,169
1796,169
913,169
3038,169
2312,169
2317,169
136,169
621,169
1019,169
18,169
3456,169
3900,169
463,169
3831,169
4437,169
2290,169
1513,169
2799,169
3851,169
664,169
3888,169
3120,169
2092,169
4711,169
185,169
3180,169
4395,169
4923,169
1946,169
968,169
278,169
4252,169
430,169
37,169
1047,169
4698,169
1785,169
1597,169
3543,169
4480,169
3584,169
1191,169
1150,169
1083,169
2086,169
4072,169
4738,169
745,169
1897,169
1089,169
4439,170
802,170
3800,170
4272,170
465,170
2333,170
3886,170
1112,170
2209,171
3700,171
1742,171
4912,171
1068,171
2333,171
2845,171
359,171
3919,171
2603,171
3530,171
1041,172
1296,172
4639,172
3820,172
2789,172
3703,172
1449,172
3345,172
4748,172
4112,172
3037,172
3494,172
4024,172
3242,172
699,172
2518,172
1527,172
4458,172
1112,172
2092,172
2603,172
3298,172
2666,172
2858,172
1679,173
3703,173
4748,173
4853,173
4164,173
4458,173
3787,174
3700,174
4024,174
862,174
3721,174
3919,174
2603,174
3530,174
802,175
4024,175
4438,175
4585,175
3629,175
3530,175
1430,176
4890,176
2788,176
3325,176
1521,176
3904,176
2802,176
810,176
2721,176
1296,176
2069,176
2925,176
1025,176
3525,176
1184,176
2560,176
718,176
959,176
1421,176
2415,176
3250,176
3303,176
4222,176
103,176
1721,176
2738,176
3500,176
4587,176
1216,176
4614,176
1257,176
1591,176
2305,176
4938,176
1982,176
798,176
4023,176
4636,176
100,176
1242,176
2579,176
4768,176
2304,176
395,176
3220,176
1534,176
3731,176
3590,176
3432,176
2156,176
2590,176
911,176
660,176
4739,176
3724,176
424,176
4076,176
1627,176
2307,176
4358,176
4458,176
248,176
1853,176
4422,176
1134,176
4067,176
2845,176
4404,176
1244,176
4920,176
1504,176
2478,176
3790,176
2854,176
3604,176
3905,176
4420,176
2775,176
4645,176
604,176
2673,176
805,176
2966,176
3472,176
1072,176
4,176
2278,176
394,176
4385,176
663,176
3780,176
2092,176
1385,176
1968,176
4545,176
2379,176
3173,176
1511,176
2992,176
334,176
1501,176
1462,176
3238,176
4117,176
3325,177
1521,177
2917,177
3767,177
3716,177
604,177
4,177
4117,177
1491,178
732,178
4044,178
4961,178
3325,178
3096,178
1740,178
2073,178
1529,178
3833,178
981,178
1025,178
4218,178
898,178
2561,178
4867,178
605,178
2890,178
3882,178
326,178
959,178
3139,178
4525,178
782,178
1591,178
1094,178
3664,178
1982,178
2777,178
4024,178
100,178
1466,178
924,178
395,178
3731,178
3432,178
2590,178
4739,178
3902,178
2345,178
4458,178
4067,178
1006,178
2845,178
4035,178
1504,178
3371,178
442,178
3905,178
859,178
604,178
2126,178
2900,178
2278,178
394,178
4710,178
3780,178
4092,178
1199,178
1385,178
2379,178
2351,178
157,178
169,178
4698,178
3991,178
1839,178
4666,178
1741,178
4117,178
3353,179
1430,179
2770,179
390,179
3325,179
1521,179
684,179
3676,179
2815,179
381,179
4954,179
1025,179
898,179
2561,179
326,179
959,179
1421,179
2625,179
2352,179
3250,179
4222,179
3500,179
3082,179
4932,179
1519,179
1660,179
1257,179
1591,179
1792,179
1038,179
798,179
679,179
2777,179
4024,179
3674,179
1466,179
3688,179
1485,179
3731,179
995,179
1220,179
4739,179
2345,179
2829,179
2307,179
1797,179
4422,179
1134,179
4067,179
3132,179
3347,179
1504,179
442,179
3905,179
604,179
4705,179
3472,179
4,179
2278,179
663,179
3049,179
4092,179
1385,179
2379,179
3841,179
2351,179
157,179
285,179
169,179
2992,179
2647,179
4815,179
4698,179
4654,179
1839,179
4666,179
1462,179
503,180
1025,180
3556,180
4840,180
4067,180
3841,180
4952,181
4448,181
4067,181
2736,181
1247,181
2024,182
2174,182
2876,182
466,182
1565,182
2734,182
2759,182
4970,182
3282,182
1842,182
1589,182
4644,183
4236,183
3882,183
1721,183
1591,183
2892,183
558,183
2876,183
1730,183
4067,183
2759,183
2453,183
604,183
3780,183
3661,183
1970,183
3991,183
4117,183
4218,184
27,184
995,184
3724,184
1634,184
3325,185
2192,185
1627,185
3979,185
604,185
2907,186
4290,186
570,186
558,186
2876,186
3724,186
2017,186
1251,186
3234,186
3293,186
1343,187
3676,187
3592,187
2365,187
733,187
1668,187
4067,187
2126,187
3672,187
3571,188
2925,188
2676,188
2389,188
3724,188
212,188
4067,188
2030,188
610,188
3325,189
1521,189
1850,189
3250,189
3131,189
2345,189
4067,189
604,189
4092,189
1385,189
1521,190
932,190
3131,190
4067,190
604,190
4092,190
3325,191
1521,191
684,191
4578,191
360,191
4067,191
2195,191
4897,191
507,192
1521,192
4525,192
4067,192
604,192
4092,192
1521,193
718,193
4076,193
4067,193
2736,193
4117,193
2755,194
1460,194
4349,194
3724,194
383,194
2510,194
3325,195
4276,195
558,195
161,195
3724,195
2736,195
1251,195
285,195
2005,195
4044,196
3325,196
1280,196
3208,196
1529,196
1216,196
2864,196
679,196
4603,196
1855,196
4067,196
1412,196
3979,196
2736,196
1462,196
514,197
4188,197
1280,197
3776,197
2023,197
3064,197
1339,197
1753,197
1216,197
2579,197
1730,197
4578,197
3659,197
4067,197
4635,197
604,197
4385,197
2825,197
1300,197
4138,197
1462,197
3325,198
684,198
898,198
3415,198
326,198
4981,198
1959,198
338,198
3116,198
1982,198
3731,198
3724,198
842,198
604,198
1267,198
3325,199
684,199
3816,199
3731,199
2736,199
3325,200
1521,200
684,200
3676,200
2725,200
1025,200
898,200
4981,200
2625,200
640,200
1591,200
3116,200
1094,200
4024,200
3731,200
2116,200
3131,200
2345,200
4067,200
