reviewerID,asin,overall,unixReviewTime
AEM5I0EIO99UI,0310274281,5.0,1386460800
A1EX6JIX0SFKVP,0310274281,4.0,1363996800
A2EG1YZMW4MSQZ,0563412879,4.0,1391212800
AJ1S12KV4D5Z3,0738900370,3.0,1080345600
A2JEONEOLE4FD2,0738900370,3.0,1215129600
AK9Y7Z6Y2IPW8,0738919012,4.0,1252022400
AV8XGOASY1KVM,0738920762,4.0,1197504000
AV8XGOASY1KVM,0738920770,4.0,1197504000
A3NV5H2W76JIKF,0740328271,5.0,1361577600
A20GPPN6DUMUC4,0764001035,1.0,1085097600
A3T6UL4EBK9SY7,0764001035,5.0,1365033600
A2N67WDLG0TL97,076400235X,5.0,998611200
A33ARZNBR3LH4S,0764003828,5.0,1142035200
A2R34OYOB8FHEV,0764004425,4.0,944006400
APJ65ZLLUX4G,0764005022,4.0,1311206400
A2N0F8LE2R82NZ,0764005537,5.0,1386806400
A3HDNSPMU0IAPT,076400557X,5.0,1250121600
A1Y5PE4SQIU765,076400557X,5.0,1378598400
A2AYWELEZSMQDP,076400557X,5.0,1341360000
A3ORDDNLMMOX60,076400557X,5.0,1181520000
A2UKC6QFG9L5GV,0764005685,5.0,1144540800
A2Y6ZKYW7XY3A9,0764005685,4.0,1136764800
A2VYJHI0G0BHRG,0764005685,5.0,1364083200
A1H4NFXAJQRQ2K,0764005685,5.0,1398211200
ABQUJ3Z6EP5GN,0764005685,2.0,1382227200
AZ8B8058J2OJ,0764005685,4.0,1186704000
A3MC04ZR19H7ZK,0764005685,2.0,989539200
A2UKC6QFG9L5GV,0764005693,5.0,1141344000
A1H4NFXAJQRQ2K,0764005693,3.0,1398816000
A3ULZ9OF1DJGZ,0764005707,1.0,1335139200
A1H4NFXAJQRQ2K,0764005707,3.0,1399939200
A2SE6UQ1C890AJ,0764005707,3.0,1003536000
A2ISYIPW5O080I,0764006584,3.0,1214524800
A25CMSI6S7S63C,0764006770,4.0,1230854400
A3KIOOXQM0R6NA,0764006770,4.0,1357344000
AIBS30JFSXT8Z,0764006770,5.0,1404000000
A2ED4OF0BRGNW4,0764127861,1.0,1139443200
A3QE8B7MSQVKMB,0767002652,5.0,1403481600
A2HDDWQMGLY65F,0767002652,5.0,1358294400
A3191P96NBU492,0767002652,5.0,1400976000
A6FIVP9N3CZUK,0767002652,5.0,1396828800
AGODHOIFUGSLS,0767002652,2.0,1401408000
A1Z21Y118CU2DP,0767002652,5.0,1354147200
A3CPJ8W6Z20H0U,0767002652,5.0,1384646400
A3AXHL45L9D3VP,0767002652,4.0,1398816000
A3FC7LPBDN6623,0767002652,5.0,1394841600
AAGK7UK5BHSX4,0767003357,2.0,1187568000
A18ERV74XFXTM3,0767003357,1.0,1107820800
A3O9X6AUXHNTHN,0767003357,5.0,1331164800
A3OLLFE3OE95XU,0767003357,5.0,1374278400
AMCL1ISSW565E,0767010485,5.0,1372636800
A2YEW8PLHB9OOB,0767010485,5.0,1383696000
A35884LRHYV9L,0767014812,5.0,1389571200
A1QYNNYK83VI0D,0767015533,5.0,1356393600
A104KYSJJZLWB4,0767019954,5.0,948931200
A3GR7VBFNG7BMX,0767020308,5.0,1231632000
ATWBOP6K37WP2,0767020308,5.0,1370044800
A1NVIEXCA20W7N,0767020308,3.0,1221609600
A3OLLFE3OE95XU,0767020308,5.0,1376611200
A2E7D4IW0GFT4N,0767020553,5.0,958608000
A2XQBDXZH0O03J,0767023765,5.0,1390867200
A192UPT6KST3E2,0767023765,5.0,1369094400
A39UFOXS8BKECM,0767025105,1.0,1402358400
A1YZHVLYOH2RR3,0767087372,5.0,1165363200
AI0KXH1O95X0H,0767087372,5.0,1162080000
A19A24AG4K8XUA,0767087372,5.0,1396224000
A1IXHJA1BHY3W8,0767726227,5.0,1392422400
A3OWANBRE3GHCX,0767726227,5.0,1363910400
A16ITYYOPBBP2R,0767726227,4.0,1374537600
A3J8A5L5AF5TX9,0767726227,4.0,1347494400
A38NC928QPSFPF,0767726227,5.0,1377561600
A2CKFK43Z4CTPF,0767736680,3.0,1384560000
A3F7UJDRDMEJBN,0767736680,5.0,1390867200
A2EYMBI556TCX5,0767736680,5.0,1358985600
A38NP8EZX9CZIU,0767736680,5.0,1388102400
A2F8XZO3VAIQL,0767736680,5.0,1387497600
A3MW5OB6IMNQI7,0767800311,5.0,994291200
A3JTRUALU7I8Y8,0767800761,5.0,1362009600
A1QQO85E5PZ0F3,0767801601,5.0,1403481600
A1CLS5L1M31C3Q,076780161X,2.0,1047427200
A29K5IBSUJAJOB,076780161X,3.0,933292800
A1ZR7H9LU80VUC,076780192X,5.0,1200009600
AG6DTPMOYW210,076780192X,5.0,1368489600
A2EA57UK0QAK7R,076780192X,5.0,1356652800
A3AA20TLZMRIQC,076780192X,5.0,1387324800
AA8Z3L3463PJU,076780192X,5.0,1205971200
A34KBX6VF28QYN,076780192X,5.0,940550400
A3IRC98241F9F0,076780192X,5.0,1401494400
A39SIPTMW3U3V5,076780192X,5.0,1195516800
A2M9UJO17I992S,076780192X,4.0,1347235200
AT07UZQQR7ZEH,076780192X,5.0,1178150400
A1SEESSHPOTSDY,0767801962,3.0,1179014400
A1MK02HC440QT8,0767802454,3.0,1137628800
A3W535BL7B9IGH,0767802470,1.0,1393718400
AO353GSZ0C1E8,0767802470,5.0,1178928000
AEOAMS0G96E8B,0767802470,5.0,960508800
ADTA83BVV65IS,0767802470,4.0,952214400
A321P3TQZTCVND,0767802497,3.0,1050192000
A2Q7T1K2NW5J6,0767802497,3.0,1211068800
A3BKL38HBY81XJ,0767802497,5.0,1014163200
A1GWS7GT9RXZMQ,0767802497,2.0,913334400
A2MCC9L0YDQAA6,0767802519,5.0,1106265600
A1H4NFXAJQRQ2K,0767802519,5.0,1332288000
A194Y47BF3CUTJ,0767802519,5.0,1359417600
A2HB9ASUGO70U8,0767802519,5.0,1296950400
A3LY9ZWBRC7QS5,0767802519,5.0,1167523200
AWFPO0SDMD4QR,0767802519,4.0,972259200
A3MXV423C8OOWE,0767802551,5.0,1218585600
A285ZMICEM3LH2,0767802551,5.0,1111881600
A2U0WL1D6SRTO3,0767802551,5.0,1085788800
A16KL6VDJTZH8T,0767802551,4.0,1124323200
A2GORYYPPSD97E,0767802551,5.0,1403481600
A2E7HT57OEJCB,0767802578,1.0,1204416000
A34A5MJI0MRHF3,0767802594,3.0,1358035200
A36SREDJ2OQY40,0767802594,5.0,1376697600
A3OSR92LFD75EG,0767802594,3.0,976060800
A1MPX60WJM8QCY,0767802594,5.0,1339632000
A34KBK8ORA5GRV,0767802624,5.0,1263513600
A3F7FYWS13SBDN,0767802624,5.0,1389916800
A1RS4H88PG7LJD,0767802624,5.0,1360972800
APJ65ZLLUX4G,0767802624,5.0,1236038400
A273CNAGJHDT00,0767802624,5.0,1018051200
A2KE5OZC8E99FQ,0767802624,5.0,1390694400
A2SE6UQ1C890AJ,0767802624,2.0,994723200
A3OUNPPWYVAWIH,0767802659,3.0,978220800
A36O44UWDINHKH,0767802659,3.0,1187136000
A2PIJMB5KQ2R5X,0767802659,5.0,1014422400
A3FY51T1KPS3RS,0767802659,3.0,915235200
AOU1HOJVW1XFU,0767802659,4.0,949968000
A2Q7VGV800CPRP,0767802659,5.0,981072000
A20ZJ898166ETY,0767802659,5.0,913420800
A29R3O02O0PON4,0767802659,4.0,1015027200
A2F8XZO3VAIQL,0767802659,5.0,1400457600
A2Y5IF2XX29CDW,0767802659,5.0,1372291200
AMOYOWAPMPL5M,0767802659,4.0,1179964800
A2B2UNJXOIH1L,0767802683,5.0,986601600
A246UT06KXYSBV,0767802683,5.0,1398729600
A10EKYKJ1GBILJ,0767802683,5.0,991008000
AGOBVC5FV9IYI,0767802683,4.0,949449600
A2UX5ABICURKL5,0767802683,5.0,1205798400
A1GWS7GT9RXZMQ,0767802683,4.0,913248000
A3N9HTJSA3CLAA,0767802772,4.0,1020643200
A3Q5VOOMPRMLRY,0767802802,5.0,1321228800
A1LBF5XZNYD6QR,076780337X,4.0,1011657600
A3A3M74WE0YYPS,0767803434,5.0,1081382400
A29QTH2Q3G9OOJ,0767803434,5.0,1297036800
A3QOPWF1LQCR6L,0767803434,5.0,1026259200
A1MX6D3JK6IKDW,0767803434,4.0,1192406400
A194Y5SFHZCEGT,0767803434,5.0,1388966400
A2UX5ABICURKL5,0767803434,4.0,1191456000
A2TPPTGR4DIRL0,0767803434,4.0,1222560000
A3CH6MCNES12V1,0767803434,5.0,930441600
A2KZRBAX8FE75Q,0767803434,5.0,1207699200
A29R3O02O0PON4,0767803434,5.0,1018656000
A1NTXJPTFP1G03,0767803434,4.0,1343433600
A1Q15TP2FXYYMF,0767803434,5.0,1151107200
AETU6WZAUMX53,0767804252,2.0,1303171200
ANA2JYCS26JJL,0767804309,5.0,1241308800
A1I0RSCQGX4A9F,0767804325,5.0,1394841600
A3CTBRPCJ8V2CM,0767804325,5.0,1360886400
A2I3PMXM1PP32V,0767804325,5.0,1327968000
AA45BJAIIECBD,0767804325,5.0,1162512000
A3E1UIGSVRQXQ,0767805267,5.0,975110400
A20ZJ898166ETY,0767805267,5.0,913420800
A28AIG15GAA581,0767805267,3.0,1141516800
AFDDWKS1E4PZN,0767805267,5.0,1399766400
A20ZJ898166ETY,0767805712,4.0,913852800
A3OUNPPWYVAWIH,0767805712,3.0,978307200
AXV7BJVNLB2JG,0767805712,5.0,955411200
A2NWCUQ98KAQY0,0767805712,5.0,994550400
A6V7Q84NS6WMF,0767805712,5.0,1349481600
A1862BGOJNG40E,0767805712,5.0,1313712000
A3E9C95QHGYKWH,0767805712,5.0,950486400
A28R23H711G4II,0767805712,5.0,1397865600
A1SWSSKBTLT45Q,0767806239,4.0,1382313600
AE3J232ESUMTC,0767806239,4.0,1366156800
A2UM0M7QSH15GF,0767807588,4.0,1368835200
A2NSIO7SW21TRJ,0767807596,5.0,1404172800
AIBS30JFSXT8Z,0767807596,5.0,1394841600
A2DZLDELV4MXKB,0767807693,5.0,1397865600
A1MF4EG5XBUIMI,0767808460,3.0,1207872000
A3C17DXXR8GQSF,0767808673,5.0,989712000
A1U5Y5S4KVOO3F,0767808673,1.0,1013644800
A2D1H4HMCII3XM,0767808673,3.0,951868800
A34SRPNNG4YQEE,0767808673,4.0,1188518400
A3E1FP8UFXEHG8,0767808673,5.0,1125619200
ASBBHN2A3K0XG,0767808673,5.0,1198972800
AC9RN6DJ953QY,0767808673,5.0,1280188800
A2CU70P8FJSS54,0767808673,2.0,1133568000
A3RMAWK4ELOLRZ,0767808673,5.0,1150761600
A1EB3EO0NZ1LO,0767808673,4.0,976147200
AOTJ5ZXZDKBPY,0767808673,2.0,1072483200
A6V7Q84NS6WMF,076780922X,5.0,1348185600
A3DY5TH2NW77PY,076780922X,5.0,1357084800
A2YNHSI3LBXJUF,076780922X,5.0,1371081600
A1R7G508YU05GO,076780922X,5.0,1364947200
A3SIFWS0K5PSKS,076780922X,5.0,1368403200
A24ALJT3UWLF9V,0767809246,5.0,1398816000
A2MX6XE37E3HF1,0767809246,5.0,912124800
AEFRJ6ZBKGZV2,0767809246,5.0,1050969600
ARY6TY5V733ND,0767809246,5.0,1061683200
AUE7MEZDHWTFQ,0767809246,5.0,1379548800
A2YDJNFFJZ1KPO,0767809246,5.0,1384819200
A2ZE6H8LHBPNW8,0767809246,5.0,992822400
A1S8BBGQQLGC01,0767809246,5.0,1342742400
A3R7CSB65EN5LV,0767809246,5.0,1386288000
A7B8TC8T4ZOCW,0767809254,5.0,1347840000
A246UT06KXYSBV,0767809254,5.0,1363392000
A22JOZQ89H60TA,0767809254,5.0,1370995200
A924FOYZQBBG0,0767809254,5.0,1387065600
A2T4PGXBOU86M3,0767809254,5.0,1365292800
A1D2O2E3CO145R,0767809254,5.0,1359504000
A2LEJJ1HBH7JKQ,0767809262,5.0,1392508800
A15ZZ0U1Q2F13U,0767809262,5.0,1077580800
A1CN8H7G8EEUK0,0767809262,5.0,1369353600
A4N1VU60B7DGR,0767809262,4.0,1067904000
A1CPX03OUIIPP0,0767809262,5.0,1365638400
A1MX6D3JK6IKDW,0767809270,5.0,1201132800
A34KBX6VF28QYN,0767809270,3.0,937267200
A3E1UIGSVRQXQ,0767809335,4.0,989366400
A2UHSCG0MSN1P7,0767809335,4.0,1262908800
A1K56OI4P34Y9F,0767809335,4.0,1231200000
A10EX29SE8LSL,0767809335,5.0,1405036800
A1QCMEHL60R7H9,0767809378,1.0,988416000
A3FEZPMZUY4SJR,0767809378,4.0,1017792000
A2BIQKAIAOYS9I,0767809688,4.0,1387238400
A34R082C89TAO9,0767809688,5.0,1132531200
A2LCWGCMWEK9YZ,0767809688,5.0,1356480000
A2KWTGTH249Y58,0767809688,5.0,1317513600
A2KHLSBZ888EUL,0767809726,4.0,1286150400
AM2YG43EVB606,076781083X,5.0,1176940800
A1T4JEK323BYYO,0767810864,5.0,1272672000
AQFS5PUUINYTA,0767810864,4.0,1383868800
A39EN5XP8LDVX8,0767810864,5.0,1368316800
AIXNLI4URU8ER,0767810864,5.0,1204934400
APE4GRFLCPDG3,0767810864,5.0,1361836800
AXM4SLU87FCT7,0767810872,5.0,1386460800
A2NSEHGMUSE2U2,0767810880,4.0,1221868800
A3O0JPCTJX1RBR,0767811070,5.0,1353888000
A2UM0M7QSH15GF,0767811097,5.0,1368489600
A1LBF5XZNYD6QR,0767811100,5.0,1014163200
A1RWRCQDNVP478,0767811100,4.0,1368403200
ALR9JPPLH03,0767811100,4.0,1356048000
A1H4NFXAJQRQ2K,0767811100,5.0,1399334400
A1VFYUU808W1QP,0767811100,5.0,1368144000
A2P08XT8JL4T67,0767811100,4.0,965433600
ALPBLXEUFS6B9,0767811100,5.0,928368000
A2T4PGXBOU86M3,0767811100,4.0,1365292800
AKNT0X3NEZIT5,0767811100,5.0,1383609600
A1MNI3PO6M0KWZ,0767811100,5.0,1387324800
A344JN9ERKG6JM,0767811429,5.0,1257292800
AY2C2SI1LFPWI,0767811429,5.0,1029024000
A13GIDVTNZQYHS,0767812115,5.0,1022976000
A3BM7G85F9YSLV,0767812131,5.0,1198368000
A1LCTQTISK6I86,0767812131,5.0,1132272000
AN8HN1P2GXR6C,0767812166,5.0,1065225600
A1I92IME77MNKL,0767812166,5.0,1092528000
A3SQ1PMWIP8MXW,0767812166,5.0,1306108800
A3TPQGCCOCCL0A,0767812182,5.0,1405296000
A3T4YO43IBJ7MC,0767812182,5.0,1398988800
A2G0X4DYLN6VPU,0767812182,5.0,1285891200
A3UI7WFCP2S6K2,0767812182,5.0,1281398400
A26Y7GIN7YDCYN,0767812182,5.0,1381968000
A36PURL2TG5T3R,0767812182,5.0,1126051200
A1QG8F9GL4D4XO,0767812387,5.0,1257379200
ATRRDF4PBQDYW,0767812387,5.0,1365206400
A2LEJJ1HBH7JKQ,0767812417,4.0,1396396800
AT07UZQQR7ZEH,0767812417,5.0,1130198400
A3Q21CJ51KBFRY,0767812743,3.0,1041811200
AKDQZ3FU1GZ53,0767812778,5.0,1396396800
A1PIXT15FZKB8P,0767812778,5.0,1369699200
A3EDIPCXT15C3T,0767813707,5.0,1391472000
A3NP6KF3VSJLQ6,0767813871,5.0,1368489600
A2KUHS72WB26UL,0767813871,5.0,1358294400
A2AYWELEZSMQDP,0767813871,5.0,1186099200
AVB0A2ZDM3OSV,0767813871,5.0,1359331200
A32QX48JQYFE6Y,0767814037,5.0,1360281600
A2JZJVGQXRVR71,0767814037,5.0,1368230400
A14SF8DX6807FC,0767814037,5.0,1209340800
AVKNUQRS9D04M,0767814037,5.0,1118016000
A3V9XE2C902ZE,076781505X,5.0,1325376000
A12WQR94ZD1R04,076781505X,5.0,1364947200
A2D5IEODQG4HGQ,0767815122,3.0,1241568000
A194092EKDSWDP,0767815122,5.0,1376006400
A191NBP5GSENBL,0767815335,5.0,939081600
A24JJCNEEP2MT4,0767815335,2.0,933379200
AETU6WZAUMX53,0767815335,1.0,1273449600
A36I012JJTZUZ,0767815335,4.0,1397088000
A1GS8MM6LW7IDZ,0767815335,5.0,1315180800
AJSFMEEP1B7RZ,0767815718,5.0,1393718400
A1OKENX4RKBDET,0767815963,5.0,1106611200
A31OF9XW722L42,0767815963,5.0,1243641600
A1OKENX4RKBDET,076781598X,5.0,1101772800
A321P3TQZTCVND,0767816234,4.0,1050192000
A2VYJHI0G0BHRG,0767816234,2.0,1370822400
A3BUKV7M74C2ZT,0767816234,5.0,1387497600
A2WFXUOK8KU7KS,0767816617,5.0,1216684800
A33VR6YMUJJD24,0767816641,5.0,1366502400
A13XJ49MFX38NS,0767817443,1.0,1400025600
A29K5IBSUJAJOB,0767817443,1.0,935366400
A3QB4HSC4NJBH9,0767817443,5.0,1388275200
A29R3O02O0PON4,0767817443,4.0,1012521600
A1H0EPQEI92SUR,0767817478,5.0,1380672000
A1BJ04DTXVHSAN,0767817478,4.0,1253318400
A3E1UIGSVRQXQ,0767817478,5.0,987033600
A2E0703WS0KO29,0767817478,5.0,1377561600
A2RAL2W9XNR010,0767817478,5.0,1377820800
A10IOJGGU62924,0767817478,1.0,1187395200
A2F7PEA3G37YDT,0767817478,3.0,1122422400
A3QCHP3L8LVXE6,0767817478,1.0,1271808000
A36PURL2TG5T3R,0767817478,2.0,1126051200
A17SDDHZVA50EV,0767817478,3.0,928195200
A1LBF5XZNYD6QR,0767817486,1.0,1013126400
A1SEESSHPOTSDY,0767817486,1.0,1248998400
AVZLMWTUJQRWJ,0767817486,4.0,1196812800
A2EKLSKA59U9XO,0767817486,5.0,1356393600
A230J10CVDXZTH,0767817648,5.0,1386892800
A3THJZS34MBENI,0767817648,3.0,1252108800
A1CPX03OUIIPP0,0767817648,5.0,1365638400
A2UKC6QFG9L5GV,0767817656,5.0,1145318400
A3TY1B54GNRM1B,0767817656,4.0,1039478400
A2DG4LCT2Z7SJS,0767817656,2.0,1357516800
A39C7SEMCJWVOI,0767817656,4.0,1003449600
A3QLIXBN04THCI,0767817664,5.0,1365206400
A17DHFD2XQV4ZY,0767817664,5.0,1271116800
ADRPRLXG3UN90,0767817664,3.0,1270857600
A3OEMAULJ3KJ1E,0767817664,5.0,1370649600
A20D0TJJ9QLQHO,0767817664,5.0,1025913600
AY0IDUU2GLLLG,0767817664,5.0,1118707200
A1YV5XPHCAM51H,0767817664,5.0,976233600
A2QHASREWPA9OI,0767817664,4.0,1364083200
A39C7SEMCJWVOI,0767817664,5.0,1013212800
A3TPQGCCOCCL0A,0767817672,4.0,1405296000
A32QX48JQYFE6Y,0767817672,5.0,1360281600
A3VKY844QWXJG4,0767817672,4.0,1190937600
A1JLM65XVAIVOO,0767817672,5.0,1384905600
A3EOQVQWGNC1GG,0767817672,5.0,1234742400
AAQUF1J7H0OMY,0767817672,5.0,930873600
A1QXE75BPUYWB,0767817672,1.0,1311120000
A1VGFVLWGGR4YX,0767817680,4.0,1380844800
A33STN9VWV7O82,0767817680,4.0,1364601600
A3U8GKA2JYA3GE,0767817699,5.0,1398643200
A18Z4PYBB9L9RY,0767817699,5.0,1376352000
A2GCGMIX4KYP5F,0767817710,4.0,1398643200
ALYNTBD56RIJH,0767817710,4.0,1404000000
A39EN5XP8LDVX8,0767817710,3.0,1368316800
A17C46GMYHZHPE,0767817729,5.0,1373068800
A3L6KYJDWDI7L5,0767817729,5.0,1400371200
A3SQ1PMWIP8MXW,0767817729,2.0,1262822400
A1S4NMO34CBCMJ,0767817729,2.0,1314576000
A2E4IUEXE68BUE,0767817745,5.0,1384300800
A3QB4HSC4NJBH9,0767817753,5.0,1391558400
A3SB83507I0AND,0767817753,5.0,1358640000
AEOPJVBT9OLUQ,0767817753,4.0,1325721600
AWODZH6IF7MNE,0767817761,4.0,1233187200
A19U9RHGEB8XI,076781777X,5.0,1353715200
A2HKQDXVY99CVY,076781777X,5.0,1384387200
A380G4J47G2QPH,0767818016,5.0,1377043200
AG5V3JBQKVPPY,0767818024,5.0,1375660800
AWLNJFZQW5HPN,0767818024,5.0,1355529600
A18Z4PYBB9L9RY,0767818040,3.0,1397952000
A2JJYU8HUJW80,0767818040,5.0,947894400
A5A6WMTH4SF9D,0767818059,4.0,1255305600
A1QJDL2H8VJIPP,0767818067,5.0,1377129600
A3AA20TLZMRIQC,0767818067,5.0,1387324800
A1PIXT15FZKB8P,0767818172,5.0,1369699200
ASIW2UYLKUJ4T,0767818172,5.0,1152403200
AAPKA1QF29WK0,0767819179,5.0,1141689600
A2V0Z3HU7IZIHO,0767819179,4.0,1375574400
AL2Q8YF4HB33,0767819179,5.0,1070755200
A2HSR6AJSDG5X0,0767819179,5.0,1111795200
A2F23IA3VRC29R,0767819179,4.0,1390176000
A17DHFD2XQV4ZY,0767819438,5.0,1263168000
A1HRJ09X8XN3O4,0767819438,5.0,946857600
A3VZ4LAHI144EC,0767819446,4.0,1164067200
A2SE6UQ1C890AJ,0767819454,2.0,994636800
A2X014YX2O8OC2,0767819462,5.0,1213315200
AI6ZSA9GAXPNJ,0767819462,5.0,1349568000
A3HTANERL2ANNE,0767819462,5.0,1387152000
A7454K1Q1FISY,0767819470,5.0,1193961600
A2D5IEODQG4HGQ,076781956X,5.0,1173398400
A2MDFJKAOPQ0MX,076781956X,5.0,1340928000
A3AKFMS7DIZFU2,076781956X,5.0,1055030400
A3FBGZ4E6KGIW2,0767819586,4.0,1074643200
A2CU9F0A496DYQ,0767819586,4.0,1394064000
A3KVOBY1IV2GZU,0767819586,5.0,1399939200
A1Q15TP2FXYYMF,0767819594,5.0,1152144000
A1USW3C9CTCRF6,0767819764,4.0,1360454400
AE4T69C6OZ0TD,0767819764,5.0,1381622400
A284JHTBVKHSQ8,0767819764,4.0,1380931200
A3PSLX4LS2ARI1,0767819764,5.0,1365465600
A3OUNPPWYVAWIH,0767820940,4.0,989798400
A2GK2PDTF05KE3,0767821408,1.0,1055894400
A1C1RN0NFO4ZRG,0767821432,5.0,1365120000
ARYJJ9XAQRAY7,0767821432,4.0,1403308800
A3Q5314UK6Q99Z,0767821467,5.0,1271116800
A26EXMDN188M0,0767821467,5.0,1359849600
A2VMTCBD84AMZZ,0767821483,4.0,1155513600
A2QX3F8FX7XM1B,0767821483,4.0,1207353600
A2SX3W8YT6DMRH,0767821505,5.0,1147996800
A12LDQSV5JEN44,0767821505,5.0,1381104000
A2EKSIM53L1SP5,0767821505,4.0,1149811200
AXNL4LD1Y1FJV,0767821513,5.0,1176163200
A3RUBIOZYJNY0D,0767821556,5.0,1404777600
AD6HQSCPI99SQ,0767821556,4.0,1275091200
A26QUCZCF9VLFL,0767821610,5.0,1257206400
A1UJMTQ3DZFC1I,0767821610,5.0,1283126400
A1H4NFXAJQRQ2K,0767821610,3.0,1339286400
AZX0JC5BPPV25,0767821637,5.0,1402531200
A3PSKZ0C2EVHZB,076782170X,4.0,1396569600
ASRFG1ER0ATUZ,0767821718,5.0,1376179200
A2YY7ZZF048SO0,0767821785,4.0,1371081600
A284JHTBVKHSQ8,0767821785,5.0,1322438400
ASYK7AH59OML3,0767821785,5.0,1373241600
A3QQ7Q0HUSBO1P,0767821785,5.0,1162425600
A2DAHERP7HYJGO,0767821785,5.0,1332806400
AN1TWV1A1T3Y7,0767821785,5.0,1256256000
A3BCZMYPP3W1JY,0767821785,5.0,1333411200
AR4WR4QGNXJOJ,0767821807,5.0,1187827200
A2L5PK9QMUNDHH,0767821807,5.0,1188604800
A3ENE88H361E08,0767821920,5.0,951868800
A2LMAAJFIN5YN,0767821955,5.0,1288224000
A2B2UNJXOIH1L,0767823354,4.0,986688000
A1TWRSW3DZF7L8,0767823354,4.0,960076800
A3URI9KO4C8HSF,0767823729,4.0,1346889600
A3QOPWF1LQCR6L,0767823729,5.0,1026259200
ALPBLXEUFS6B9,0767823729,5.0,928368000
APJ1S002A62EH,0767823729,4.0,1027728000
A3RIFP12MWSYMA,0767823729,5.0,1252713600
A1FY8NNI6PLI4Z,0767823796,4.0,946512000
A39C7SEMCJWVOI,0767823796,4.0,996796800
A2ZKKJKTBKJYEK,0767823931,5.0,986428800
A1WEIRNK4R2MDT,0767824008,2.0,1012867200
A2TOL9QN6PKOWE,0767824407,5.0,1386460800
AUQSX3AKCJA11,0767824407,5.0,1194652800
AECMQ80JCHN8T,0767824555,5.0,1376179200
A3SZEOOULI8PEB,0767824571,5.0,1355875200
A1GB1Q193DNFGR,0767824571,5.0,1007337600
A1YC17L9IVOHO7,0767824571,5.0,1398124800
A3CGHACA377KS,0767824571,4.0,1391817600
A236DQXFIZJGXJ,0767824571,5.0,1052265600
A24FSS128T3ND0,0767824571,5.0,1256342400
A1Z8CMRDRWNW9J,0767824571,4.0,1022716800
A3GP6T2WQG541N,0767824571,5.0,1367280000
A4RL6XMNONZ6U,0767824571,5.0,1375228800
A2IUAT0NF7OVTC,0767824571,5.0,1345248000
A1W6K4LC3PDSPM,0767824571,5.0,1035676800
AM3Z3OF2TRU8Z,0767824571,5.0,985392000
A3BDENFGHWG8CJ,0767824571,5.0,926640000
A1Q15TP2FXYYMF,0767824571,5.0,1150675200
A1PMG1NHZB2JB4,0767825373,5.0,1372550400
AY8Q1X7G96HV5,0767825411,5.0,961286400
A3EPO1WQ0OYGCN,0767825411,5.0,1359158400
