users,items
3315,39
1774,39
4162,39
3072,39
4949,39
4930,39
2737,39
2914,39
2357,39
2789,39
4079,39
4221,39
172,39
1208,39
2130,39
812,39
1672,39
4707,39
1551,39
4869,39
3911,40
1886,40
4052,40
1748,40
474,40
4700,41
3406,41
3135,41
152,41
4629,41
3471,41
188,41
1891,42
3135,42
2343,42
4438,42
4216,42
4627,42
4052,42
4352,42
1891,43
722,43
3135,43
886,43
3471,43
188,43
1350,44
1891,44
2063,44
649,44
4632,44
2883,44
2171,44
317,44
2943,44
4352,44
283,44
1053,44
2591,45
3088,45
3847,45
3135,45
725,45
4052,45
1645,45
6,45
4264,45
2968,45
4864,46
4130,46
540,46
4484,46
3591,46
3924,46
3259,46
2109,46
4376,46
4549,46
215,46
591,46
3135,46
1483,46
4808,46
3734,46
2123,46
3512,46
886,46
2791,46
716,46
1741,46
1257,46
2638,46
4444,46
1730,46
1000,46
2320,46
625,46
4521,46
1641,46
976,46
4576,46
3080,46
4068,46
4084,46
4474,47
335,47
581,47
4594,47
659,47
2613,47
4889,47
514,48
815,48
2508,48
501,48
542,48
3846,48
2772,48
4151,48
3833,48
4726,48
3812,48
1266,48
1600,48
3044,48
2490,48
2974,48
874,48
1066,48
321,48
1270,48
2853,48
1043,48
608,48
2679,48
1868,48
1434,48
694,48
178,48
1310,48
1535,49
3846,49
4151,49
1761,49
4860,49
4424,49
1823,49
1600,49
2938,49
3044,49
4038,49
1805,49
59,49
4750,49
1066,49
614,49
3208,49
321,49
1270,49
2853,49
2101,49
1460,49
436,49
957,49
1043,49
608,49
2679,49
1868,49
1485,49
694,49
178,49
3228,49
3103,50
815,50
501,50
3846,50
1305,50
1876,50
921,50
1599,50
2542,50
4244,50
2259,50
2510,50
3773,50
3119,50
1823,50
2128,50
1266,50
1600,50
2938,50
4613,50
2490,50
2974,50
4038,50
3468,50
4597,50
1895,50
1215,50
2049,50
3251,50
1615,50
3349,50
1338,50
1066,50
3481,50
678,50
3308,50
3977,50
321,50
662,50
1270,50
2853,50
1359,50
1709,50
3620,50
1043,50
608,50
2679,50
3253,50
1434,50
1079,50
1036,50
2613,50
1329,50
1226,50
694,50
3179,50
3945,50
178,50
3517,50
2672,50
2536,50
574,50
2251,50
258,50
1469,50
3713,50
555,51
1850,51
1777,51
959,52
3846,52
807,52
524,52
2959,53
1683,53
3883,53
3799,53
4640,53
2418,53
1600,53
2938,53
1797,53
4031,53
4825,53
1987,53
3057,53
3959,53
1010,53
4037,53
4038,53
102,53
3186,53
3635,53
2333,53
4750,53
613,53
4506,53
2294,53
2853,53
861,53
1709,53
3287,53
172,53
1119,53
1043,53
608,53
1352,53
2613,53
2381,53
341,53
3435,53
2036,53
517,54
1086,54
1326,54
1119,54
2666,54
2397,55
2581,55
1126,55
127,55
3337,56
1535,56
2746,56
1600,56
1797,56
839,56
3959,56
4038,56
102,56
1706,56
2792,56
4750,56
4506,56
2980,56
3898,56
1270,56
3287,56
1043,56
368,56
1352,56
1343,56
3435,56
4676,56
3337,57
4640,57
3147,57
3119,57
2367,57
2563,57
2187,57
1875,57
2337,57
4506,57
1043,57
3365,57
371,57
3435,57
3337,58
3002,58
517,58
1600,58
1797,58
3186,58
4868,58
1875,58
4506,58
1270,58
1063,58
518,58
3175,58
2562,58
2381,58
3435,58
1598,58
4676,58
241,58
3621,59
3337,59
4868,59
1875,59
4506,59
3435,59
4676,59
3895,59
3337,60
4332,60
2619,60
1600,60
2938,60
2286,60
4825,60
4396,60
2490,60
1875,60
613,60
4506,60
3027,60
608,60
348,60
3435,60
1204,60
4676,60
507,61
3114,61
3941,61
4654,62
3537,62
1850,62
2361,62
2484,62
828,62
4275,62
2510,63
3786,63
731,64
794,64
4472,64
1043,64
4448,64
3918,64
102,65
794,65
3786,65
1043,65
1849,65
3147,66
3349,66
56,66
3583,66
1891,67
266,67
188,67
3429,67
2157,68
4052,68
4,68
3946,68
726,68
1891,69
4729,69
1483,69
2796,69
1257,69
1696,70
1891,70
4831,70
3663,70
3135,70
3538,70
1214,70
1257,70
4472,70
812,70
3588,70
188,70
3840,71
2198,71
4898,71
2553,71
1337,71
4122,71
1260,71
3453,72
4437,72
1713,72
2472,72
1822,72
304,73
1566,73
3,73
1010,73
4038,73
4597,73
678,73
2451,73
3444,73
3503,73
2797,73
494,74
4807,74
875,74
2661,74
1535,75
2425,75
1666,75
1259,75
1409,75
2100,75
3553,75
2007,75
308,75
674,75
2096,75
1535,76
542,76
1666,76
1066,76
2007,76
1535,77
1259,77
2007,77
619,77
3218,78
2264,78
1622,78
3453,78
2559,78
2853,78
4437,78
4964,78
4609,78
959,79
4893,79
3368,79
4271,79
4324,79
3200,79
1210,79
4994,79
1530,79
2493,80
2554,80
331,80
534,80
4037,80
3468,80
2014,80
4343,80
4750,80
3453,80
2349,80
1859,80
4079,80
4715,80
487,80
4150,80
2238,80
3967,80
3275,80
4776,80
2982,80
3918,80
4610,81
4470,81
3103,81
1828,81
1856,81
4383,81
4599,81
3656,81
1330,81
4124,81
1783,81
1386,81
2201,81
2225,81
4229,81
992,81
56,81
864,81
2660,81
4542,81
1078,81
3967,81
3108,81
1183,81
1551,81
4083,81
3097,81
3918,81
4689,82
2713,82
1660,82
1649,82
1600,82
1797,82
1987,82
784,82
559,82
1270,82
3287,82
990,82
178,82
4326,82
4676,82
2841,83
4597,83
678,83
2559,83
4807,83
674,83
3103,84
900,84
225,84
2584,84
3212,84
2071,85
595,85
3337,85
1197,85
4165,85
4907,85
2431,85
2168,85
1044,85
1987,85
2490,85
4016,85
1625,85
1010,85
1003,85
3073,85
4597,85
3455,85
2792,85
1655,85
2558,85
1203,85
4269,85
4303,85
2789,85
596,85
2559,85
4200,85
1494,85
1752,85
433,85
1435,85
3503,85
2533,85
3435,85
4793,85
4005,85
4649,85
326,85
3337,86
1690,86
4988,86
3510,86
1600,86
3027,86
4290,87
2014,87
172,87
1861,87
3309,87
4298,87
1530,87
3178,87
691,88
4981,88
542,88
3458,88
2258,88
1988,88
2271,88
2418,88
3614,88
2820,88
1987,88
2606,88
3073,88
4548,88
498,88
608,88
3965,88
2092,88
4467,88
3719,88
3166,88
1920,88
3083,89
3757,89
2559,89
1043,89
1180,90
558,90
2997,90
2525,90
900,90
1556,90
1182,90
337,90
1934,90
4265,90
293,90
3756,90
4338,90
4303,90
596,90
4295,90
2761,90
3942,90
4655,90
2130,90
3800,90
1435,90
2927,90
4467,90
3718,90
558,91
293,91
4304,91
1500,91
3518,91
4430,91
3794,91
789,91
433,91
1435,91
2124,91
337,92
2025,92
1150,92
114,92
4950,92
1767,92
3583,92
2828,92
3435,92
4649,92
3337,93
1690,93
1599,93
3936,93
3043,93
3255,93
1066,93
3027,93
1043,93
2754,93
4968,93
1876,94
44,94
820,94
600,94
3057,94
4952,94
3073,94
3659,94
4824,94
2618,95
691,95
4981,95
555,95
542,95
2932,95
1988,95
2948,95
3102,95
1279,95
1987,95
4016,95
4647,95
4184,95
4548,95
2213,95
1307,95
3850,95
2908,95
1630,95
2398,95
1766,95
4467,95
2677,95
2828,95
3166,95
4676,95
558,96
3642,96
2856,96
4669,96
1500,96
3283,96
1435,96
2271,97
576,97
4662,97
586,97
3760,97
4377,97
374,97
3271,98
1044,98
3857,98
1516,98
3726,98
3337,99
1246,99
4814,99
1284,99
1669,99
1686,99
1690,100
4510,100
4988,100
3936,100
3064,100
3978,100
307,100
2773,100
1043,100
771,100
3085,100
889,100
3509,100
4968,100
799,101
3836,101
855,101
2932,102
666,102
2271,102
1797,102
1774,102
4972,102
593,102
958,102
2213,102
4303,102
4112,102
4636,103
1307,103
4564,103
1871,103
2650,103
1361,104
4227,104
4898,104
1652,104
1139,104
2724,104
3303,104
4580,104
4356,104
22,105
2845,105
586,105
2531,105
1587,105
1979,105
2307,105
2130,105
4911,105
3145,105
3895,105
4100,106
4565,106
4844,106
737,106
2188,106
3196,106
2452,106
2190,106
2633,106
540,106
4514,106
3218,106
3261,106
4970,106
1891,106
3799,106
1461,106
2432,106
4048,106
194,106
995,106
4222,106
3135,106
3622,106
4216,106
4099,106
4215,106
4627,106
2801,106
1174,106
665,106
4770,106
1538,106
1837,106
2218,106
3882,106
1495,106
3299,106
1931,106
2553,106
4697,106
4319,106
2113,106
3045,106
451,106
4928,106
625,106
1119,106
1391,106
125,106
339,106
3559,106
3677,106
539,106
1488,106
1453,106
891,106
440,106
1053,106
218,106
734,106
4608,106
1158,106
1469,106
2329,106
3539,106
751,106
1933,107
1164,107
199,107
542,107
2425,107
558,107
189,107
114,107
1525,107
4371,107
3783,107
3850,107
449,107
2217,107
4467,107
3435,107
4990,108
4044,108
2112,108
4303,108
2559,108
3506,108
4437,108
3407,108
4922,108
4298,108
2281,109
69,109
4437,109
1822,109
2000,110
2298,110
2072,110
4729,110
1677,110
586,110
2531,110
2015,110
4825,111
3186,111
3435,111
2552,111
2676,112
1288,112
1985,112
1451,112
2709,112
2828,112
3337,113
3101,113
1577,113
3073,113
449,113
3162,113
2744,113
155,113
2958,113
1077,113
3985,113
1782,114
1430,114
731,114
2826,114
2271,114
576,114
2584,114
2744,114
914,114
1542,114
635,114
1072,115
4981,115
1363,115
3371,115
4842,115
59,115
2622,115
2621,115
107,116
3222,116
1381,116
2559,116
2862,116
2425,117
1877,117
3453,117
1709,117
4097,118
1422,118
2298,118
843,118
4688,118
3861,118
3514,118
4524,118
2275,118
1544,118
4028,118
2524,118
3675,118
1774,118
1987,118
2974,118
2137,118
372,118
4306,118
2970,118
1548,118
3742,118
1843,118
2357,118
503,118
4056,118
2553,118
1818,118
1587,118
4948,118
2056,118
3506,118
3786,118
2217,118
139,118
3802,118
4221,118
608,118
3856,118
327,118
812,118
4451,118
1672,118
1060,118
592,118
1403,118
4298,118
3713,118
3861,119
2267,119
1672,119
3576,119
3823,119
1891,120
3888,120
372,120
4216,120
1495,120
4928,120
3588,120
3140,120
3788,121
4597,121
989,121
829,121
4192,121
787,122
3103,122
3897,122
912,122
4113,122
3211,122
2614,122
1731,122
4898,122
4786,122
1344,122
2026,122
3213,122
4562,122
3742,122
2373,122
634,122
2422,122
4066,122
3400,122
4877,122
1593,122
3135,123
2561,123
4052,123
3471,123
1874,123
188,123
2434,123
4987,124
2762,124
3135,124
3585,124
1741,124
3471,124
1874,124
3588,124
2406,125
886,125
4629,125
317,125
3677,125
358,125
3523,125
3157,126
2406,126
886,126
3585,126
480,126
1257,126
3471,126
188,126
4628,127
2854,127
4841,127
4391,127
107,127
2053,127
2236,127
2727,127
4962,127
3290,127
3864,127
2007,127
1167,127
3400,127
2114,127
2739,127
1552,128
3872,128
1528,128
2814,128
3846,128
1447,128
406,128
2236,128
4898,128
445,128
762,128
3742,128
1591,128
2316,128
1167,128
4195,128
1354,128
2096,128
1736,128
1103,128
2298,129
595,129
691,129
2932,129
998,129
1727,129
900,129
3211,129
3370,129
1577,129
4107,129
1677,129
1151,129
3733,129
1242,129
1710,129
3742,129
3472,129
4303,129
877,129
2777,129
4370,129
2532,129
4707,129
3153,129
1260,129
3823,129
4419,129
4352,129
2998,129
4190,130
691,130
199,130
3431,130
1987,130
1924,130
102,130
2014,130
69,130
3003,130
2769,130
2459,130
2451,130
1079,130
579,130
568,130
454,130
2332,131
3607,131
1138,131
1710,131
4436,131
4079,131
4309,131
2998,131
4379,132
3257,132
266,132
2677,132
481,133
1876,133
1147,133
2559,133
2645,134
3143,134
1148,134
4555,134
3435,134
4646,135
266,135
2744,135
4309,135
218,135
3878,136
1376,136
4467,136
2797,136
1344,137
3073,137
1472,137
1710,137
4585,137
354,137
1152,137
3895,137
1469,137
2618,138
1422,138
3337,138
2992,138
3073,138
3961,138
2213,138
4079,138
608,138
4433,138
4975,138
2982,138
2104,139
2425,139
4198,139
3694,139
3211,139
211,139
1656,139
1344,139
4792,139
1602,139
4562,139
1655,139
522,139
4494,139
2587,139
3303,139
4859,139
2998,139
3722,139
1717,140
2242,140
1600,140
1797,140
1955,140
4038,140
102,140
4920,140
678,140
321,140
4079,140
4699,140
56,140
790,140
2318,140
4542,140
1700,140
2355,140
4525,140
3918,140
1828,141
3314,141
4671,141
56,141
2938,142
4038,142
293,142
1386,142
838,142
1099,142
2225,142
4079,142
992,142
3967,142
132,142
4470,143
1600,143
4037,143
1896,143
790,143
4542,143
1954,143
241,143
3788,144
4038,144
2225,144
4079,144
2596,144
1828,145
2200,145
864,145
1828,146
4038,146
3468,146
1330,146
1499,146
1783,146
1386,146
4079,146
1359,146
256,146
167,146
3788,147
3273,147
1600,147
1330,147
1783,147
838,147
2334,147
679,147
4079,147
4699,147
992,147
4542,147
167,147
1954,147
1717,148
4671,148
561,148
4037,148
4079,148
3657,148
1973,148
3314,149
3468,149
992,149
2660,149
4470,150
3337,150
3103,150
4856,150
827,150
2292,150
3371,150
3656,150
2938,150
3538,150
373,150
293,150
2588,150
1330,150
838,150
2225,150
4079,150
4699,150
1353,150
2318,150
4542,150
3967,150
132,150
1700,150
1973,150
4083,150
1954,150
4904,150
3918,150
3468,151
2245,151
3453,151
2349,151
2661,151
4470,152
2245,152
4124,152
712,152
2201,152
2225,152
1954,152
2781,153
815,153
46,153
3846,153
2898,153
1461,153
1140,153
3257,153
3791,153
2924,153
3519,153
4686,153
4369,153
1841,153
1600,153
2490,153
3538,153
4037,153
3698,153
4590,153
3742,153
4614,153
4750,153
702,153
1495,153
4847,153
284,153
4079,153
1253,153
3909,153
1469,153
4131,153
3337,154
4037,154
102,154
4612,154
86,154
3449,154
4079,154
3846,155
1956,155
1224,155
786,155
4614,155
1561,155
2744,155
3791,156
4037,156
3389,156
86,156
1059,156
2486,157
4037,157
4236,157
478,157
86,157
344,157
3549,158
1224,158
4614,158
1253,158
3588,158
3846,159
507,159
1856,159
1343,159
3941,159
2075,159
4642,160
1571,160
1385,160
4742,160
2201,160
1270,160
1777,160
2708,160
3788,161
4332,161
2490,161
2792,161
3023,161
4200,161
1535,162
2050,162
3846,162
3261,162
4761,162
974,162
3812,162
2713,162
1934,162
4038,162
4597,162
3279,162
2559,162
3629,162
2660,162
967,162
3275,162
178,162
3337,163
3607,163
3519,163
509,163
4079,163
1469,163
4097,164
4547,164
3337,164
691,164
1212,164
1881,164
2332,164
3686,164
801,164
2932,164
2030,164
91,164
3861,164
1429,164
406,164
4363,164
576,164
1797,164
2226,164
2871,164
1677,164
89,164
4162,164
3733,164
4914,164
3742,164
4614,164
164,164
142,164
2267,164
713,164
3850,164
4477,164
4436,164
3670,164
1420,164
4122,164
1260,164
161,164
2998,164
2887,164
4131,164
1143,165
4893,165
2188,165
4374,165
1891,165
2499,165
3939,165
2109,165
2819,165
3847,165
1600,165
1101,165
2788,165
4038,165
4588,165
4328,165
4438,165
4216,165
1704,165
4627,165
2569,165
4079,165
266,165
4052,165
2165,165
539,165
188,165
2565,165
4270,165
4041,165
3071,165
4097,166
4547,166
2298,166
3337,166
691,166
2030,166
1727,166
738,166
169,166
576,166
2226,166
2871,166
3675,166
1774,166
1677,166
4952,166
4839,166
685,166
3702,166
4662,166
4328,166
586,166
1783,166
4914,166
1710,166
3742,166
2539,166
164,166
2267,166
713,166
3850,166
4477,166
4436,166
3670,166
2113,166
3793,166
3765,166
1672,166
2663,166
3153,166
4666,166
1260,166
4859,166
2998,166
1469,166
4257,166
1774,167
4079,167
1253,167
4605,167
2263,167
737,168
711,168
3337,168
4374,168
1885,168
1891,168
4039,168
3050,168
2365,168
1461,168
3327,168
3560,168
2109,168
2819,168
3847,168
1600,168
1328,168
995,168
2343,168
4038,168
4588,168
4216,168
1704,168
2250,168
4627,168
2561,168
1741,168
1000,168
4079,168
1863,168
3570,168
3385,168
6,168
2165,168
3334,168
212,168
141,168
3601,168
519,168
2096,168
539,168
1866,168
4041,168
2930,168
751,168
23,169
347,169
4023,169
1917,169
735,169
4864,169
3157,169
2825,169
4130,169
945,169
2005,169
3591,169
573,169
1887,169
3261,169
1891,169
1102,169
1184,169
2778,169
3924,169
330,169
3457,169
3277,169
1334,169
2283,169
4149,169
966,169
3327,169
47,169
3326,169
4204,169
2401,169
1716,169
2109,169
3030,169
4799,169
1383,169
1703,169
645,169
2289,169
4117,169
1224,169
4549,169
2790,169
2812,169
3135,169
4118,169
2066,169
32,169
2788,169
3067,169
1303,169
3474,169
3820,169
824,169
1653,169
4438,169
4216,169
133,169
54,169
2070,169
2446,169
599,169
2305,169
1710,169
3512,169
4114,169
886,169
2409,169
3239,169
3735,169
1780,169
2946,169
1741,169
4770,169
2218,169
2638,169
3004,169
3373,169
1921,169
4444,169
4455,169
4436,169
1000,169
4079,169
1171,169
3615,169
2853,169
184,169
615,169
4796,169
1085,169
1801,169
920,169
3045,169
2314,169
2320,169
139,169
625,169
1026,169
20,169
3471,169
3912,169
474,169
3844,169
4451,169
1520,169
2810,169
3863,169
670,169
3900,169
3126,169
2096,169
4722,169
188,169
3188,169
2729,169
4408,169
4926,169
1950,169
976,169
283,169
440,169
37,169
1053,169
4708,169
1791,169
1605,169
3561,169
3599,169
1198,169
1158,169
1090,169
2090,169
4084,169
3146,169
4749,169
751,169
1096,169
4454,170
807,170
3812,170
4290,170
2337,170
3898,170
1119,170
2210,171
3712,171
1751,171
4915,171
3096,171
1076,171
2337,171
2853,171
368,171
3932,171
2613,171
3548,171
1047,172
1305,172
3833,172
2800,172
3715,172
1456,172
4759,172
4126,172
3044,172
3513,172
4038,172
3251,172
2523,172
1462,172
4472,172
1119,172
2096,172
2613,172
3309,172
2865,172
1688,173
3715,173
4177,173
3799,174
3712,174
4038,174
868,174
3932,174
2613,174
3548,174
807,175
4038,175
4452,175
4597,175
3644,175
3548,175
1438,176
4893,176
2799,176
3337,176
1528,176
3916,176
2813,176
815,176
2730,176
1305,176
2073,176
2932,176
1032,176
3543,176
2567,176
724,176
966,176
1429,176
1858,176
2418,176
3259,176
3314,176
4238,176
1731,176
2746,176
3519,176
4599,176
1224,176
4625,176
1266,176
1600,176
2306,176
4939,176
1987,176
803,176
4037,176
566,176
4647,176
102,176
1251,176
2588,176
4775,176
2305,176
403,176
3229,176
1541,176
3742,176
3605,176
3447,176
2159,176
2600,176
918,176
665,176
4750,176
3735,176
434,176
4088,176
1637,176
2308,176
369,176
4371,176
4472,176
253,176
1859,176
4436,176
1141,176
4079,176
2853,176
4417,176
1253,176
4923,176
1511,176
2484,176
3802,176
2862,176
3620,176
3917,176
2786,176
4655,176
608,176
2679,176
3490,176
1079,176
4,176
2278,176
401,176
4398,176
668,176
197,176
3792,176
2096,176
1392,176
1972,176
4555,176
2381,176
3181,176
1518,176
2998,176
31,176
341,176
1508,176
1469,176
4131,176
3337,177
1528,177
2924,177
4971,177
3779,177
3726,177
608,177
4,177
4131,177
1498,178
737,178
4058,178
4963,178
3337,178
3103,178
1749,178
2077,178
1535,178
3846,178
988,178
1032,178
4234,178
905,178
2568,178
609,178
2898,178
3894,178
333,178
4982,178
966,178
3147,178
4534,178
1600,178
1101,178
3675,178
1987,178
2788,178
4038,178
102,178
1472,178
931,178
403,178
3742,178
3133,178
3447,178
4342,178
2600,178
4750,178
2349,178
4472,178
4079,178
1013,178
2853,178
4049,178
1511,178
3385,178
453,178
3917,178
864,178
608,178
2130,178
2908,178
380,178
2278,178
401,178
3792,178
4104,178
1206,178
1392,178
2381,178
2355,178
161,178
173,178
1019,178
4708,178
4005,178
1846,178
4676,178
3032,178
1750,178
4131,178
3366,179
1438,179
2781,179
397,179
3337,179
1528,179
691,179
2824,179
388,179
4956,179
1032,179
905,179
2568,179
333,179
966,179
1429,179
4795,179
2635,179
3259,179
4238,179
4534,179
3519,179
3088,179
4934,179
786,179
1669,179
1266,179
1600,179
1797,179
1044,179
3122,179
4222,179
803,179
685,179
2788,179
4038,179
166,179
3684,179
4930,179
1472,179
3698,179
1492,179
3742,179
1001,179
1228,179
4750,179
2349,179
1802,179
4436,179
1141,179
4079,179
3139,179
3359,179
1511,179
4313,179
3917,179
608,179
4715,179
3490,179
4,179
2278,179
1275,179
668,179
3055,179
4104,179
1392,179
2381,179
3854,179
2355,179
161,179
289,179
2998,179
2654,179
4824,179
4708,179
4664,179
1846,179
4676,179
1469,179
512,180
1032,180
3573,180
4847,180
4079,180
3854,180
4953,181
333,181
4462,181
4079,181
2744,181
1256,181
2029,182
2176,182
2884,182
476,182
1572,182
2769,182
4971,182
3293,182
1849,182
1598,182
4654,183
4253,183
3894,183
1731,183
2176,183
1600,183
2900,183
566,183
2884,183
4079,183
2769,183
2459,183
608,183
3792,183
3672,183
1974,183
4005,183
4131,183
28,184
1001,184
3735,184
1644,184
3337,185
2194,185
1637,185
3992,185
608,185
2915,186
4307,186
576,186
2884,186
3735,186
2022,186
1260,186
3243,186
3304,186
1350,187
3686,187
3607,187
2368,187
738,187
1677,187
4079,187
2130,187
3587,188
2932,188
2682,188
1963,188
2392,188
3735,188
3449,188
217,188
4079,188
2034,188
4704,188
3337,189
1528,189
1856,189
3259,189
3138,189
2349,189
4079,189
608,189
4104,189
1392,189
1528,190
939,190
3138,190
4079,190
608,190
4104,190
3337,191
1528,191
691,191
4590,191
369,191
4079,191
2197,191
4900,191
516,192
1528,192
4534,192
4079,192
608,192
4104,192
1528,193
724,193
4088,193
4079,193
2744,193
4131,193
2764,194
1467,194
4363,194
3735,194
390,194
2516,194
3337,195
4294,195
566,195
164,195
3735,195
2744,195
1260,195
289,195
2011,195
4058,196
3337,196
1288,196
3217,196
1535,196
1224,196
2871,196
685,196
4614,196
1862,196
4079,196
1420,196
3992,196
2744,196
4153,196
1469,196
4202,197
1288,197
3788,197
2028,197
3070,197
1346,197
2588,197
4590,197
3670,197
4079,197
4646,197
608,197
4605,197
4398,197
2834,197
1309,197
1469,197
3337,198
691,198
905,198
3431,198
333,198
4982,198
1964,198
345,198
3122,198
1987,198
3742,198
3735,198
848,198
608,198
1275,198
4104,198
3337,199
691,199
3828,199
3742,199
2744,199
3337,200
1528,200
691,200
3686,200
2734,200
1032,200
905,200
4982,200
2635,200
645,200
1600,200
3122,200
1101,200
4038,200
3742,200
2119,200
3138,200
2349,200
4079,200
848,200
2991,200
1511,200
3992,200
3917,200
608,200
2278,200
1275,200
880,200
707,200
4104,200
1392,200
4131,200
4547,201
3337,201
1528,201
691,201
980,201
333,201
1600,201
1677,201
3742,201
3961,201
3373,201
4079,201
848,201
608,201
1275,201
1958,201
1469,201
3564,202
3607,202
730,202
1224,202
1146,202
4614,202
3735,202
3889,202
3527,202
4079,202
680,202
2130,202
4257,202
3607,203
