users,items
992,119
3597,121
3682,121
4234,121
4876,122
340,123
2967,124
4294,125
314,126
2040,126
3899,127
925,128
3050,128
886,129
4744,129
2487,130
4474,130
1978,130
1868,130
261,131
603,131
3829,132
2391,133
2557,134
4362,134
3316,134
3977,135
1762,136
2163,136
3061,136
3236,137
1753,137
3419,137
901,138
1084,139
4211,139
1568,139
3566,139
3539,140
1932,141
4719,142
1502,143
2509,144
2349,144
94,145
1841,145
4900,146
1513,148
1075,148
581,148
4993,149
4753,151
2643,152
1568,152
4760,152
3622,152
1765,152
4556,152
3090,152
4693,153
2111,153
3211,154
2125,155
1691,156
1050,156
3779,157
3619,157
4500,157
4642,157
3656,157
544,158
3010,158
2433,161
4817,161
4219,162
3712,163
552,163
1220,163
3128,163
1402,163
1440,163
1254,163
3281,163
3878,163
2017,163
1135,163
4518,163
3091,163
901,163
889,164
4931,165
3214,165
243,165
2331,165
1475,166
3717,167
4171,167
49,167
637,168
766,168
1480,169
2426,170
2118,170
166,170
1757,170
824,171
1041,172
469,172
63,172
2391,172
3601,173
2429,174
424,174
4748,174
3976,175
4310,176
4764,176
2301,176
626,177
3616,177
4241,178
2166,178
1589,179
1271,179
581,179
2456,179
4884,179
1964,179
3717,181
3325,181
3660,182
4474,183
3829,184
562,185
1675,185
1913,185
1685,186
530,186
1876,186
2640,186
4490,186
4946,186
1130,186
1306,186
1358,186
3179,186
4313,186
263,186
231,186
2947,186
372,186
4687,186
992,186
330,187
3717,188
1189,189
2263,189
4282,190
246,191
3830,191
824,192
3733,193
301,193
1284,193
1832,193
4381,193
3926,194
2809,194
335,194
2473,194
3151,194
3609,194
2912,194
901,194
4171,195
379,195
4204,196
4983,197
2576,198
172,198
3029,199
1186,199
3836,199
3190,200
1489,200
3948,200
1186,201
2142,201
2560,202
89,202
3400,202
3033,202
1457,202
1757,202
2793,203
3655,204
3650,206
3563,207
2716,207
3389,207
2244,207
1280,208
3005,208
2769,208
552,209
4324,209
4605,209
1060,209
3010,209
4012,210
2739,210
3698,211
4865,211
4637,211
1764,211
3967,211
693,212
3272,213
1829,213
4876,213
1972,213
4247,214
3539,215
3614,216
2201,216
3298,216
2118,216
894,216
654,216
2142,216
733,217
3754,218
4566,218
1715,219
89,219
2741,220
2486,220
4603,220
1547,222
827,222
4354,222
327,222
149,223
3192,224
3933,224
1475,225
2245,225
4159,226
431,227
4915,228
315,230
42,230
4915,230
2509,230
4125,230
1371,230
4236,231
1475,232
333,234
4915,235
4915,236
433,237
4241,238
1631,240
2100,240
3398,241
4431,242
1475,243
1080,244
2450,244
1475,244
2145,244
4256,244
2934,244
82,244
4915,245
3190,246
2450,246
1071,246
1897,246
1334,246
4198,247
3282,248
2214,248
1341,249
4774,249
4747,249
2233,251
4915,251
3241,252
3314,253
937,254
2007,255
2282,256
4413,257
1633,258
4224,258
1905,258
2115,259
3970,260
636,260
1973,260
4182,260
3079,261
791,261
552,262
3031,263
118,264
985,265
3672,265
1052,265
1481,265
2131,265
3237,266
3081,267
562,267
1573,267
2391,267
3375,268
1824,269
4994,269
4263,270
4628,270
4469,271
2105,271
572,271
3917,271
173,271
4553,271
901,271
1357,271
2589,272
4861,272
1665,272
837,273
4241,273
4767,274
3745,275
552,275
2459,275
270,275
2391,275
901,275
2261,276
424,276
834,277
1562,277
4224,278
270,278
1905,278
3464,279
644,280
4478,280
310,280
1787,281
3853,281
4123,282
730,283
3740,283
3088,284
3128,285
270,285
1490,285
1815,285
3183,286
3907,287
2530,288
2802,288
3989,288
3227,288
4887,288
2766,289
77,289
659,290
3079,292
659,292
2841,292
1026,293
2456,293
399,294
4584,295
2731,295
4500,295
4946,295
2183,296
4634,296
3517,296
4871,296
4525,296
2407,296
4686,297
2702,297
4244,298
4244,299
3078,299
3078,300
3078,301
2971,302
3494,303
3383,304
791,304
1366,305
843,305
2240,305
1573,305
3878,305
1744,305
3128,306
1331,307
3010,307
1357,307
1757,308
3190,309
3679,309
1362,309
2254,309
1801,309
4244,309
230,309
1109,309
3429,309
4323,310
3896,310
4399,311
3245,311
572,311
4388,311
791,311
4012,311
3022,311
4865,311
3975,311
2481,311
1593,311
2502,311
893,311
3286,311
415,311
1304,311
3669,312
2210,313
2670,313
3871,313
1646,314
220,314
1897,314
1642,314
1867,314
1973,314
824,314
598,315
3010,315
4876,316
1836,316
4490,316
4757,316
2258,316
2028,316
1745,316
992,316
4466,317
2429,319
220,319
839,319
3022,319
336,319
893,319
3061,319
901,319
2042,319
342,320
3203,320
4748,321
3765,322
2387,322
3932,322
581,322
4459,322
171,322
2081,322
287,322
2371,322
2301,322
824,322
1785,323
111,324
4625,326
290,326
2615,326
1502,326
4165,327
3765,328
3282,328
1692,329
458,329
3823,329
4946,329
774,329
3363,329
3010,329
3462,330
1608,330
2538,330
797,330
2615,330
1331,330
3852,330
4531,330
864,330
1691,331
1217,332
569,332
2979,333
90,333
1329,334
407,335
2051,336
1065,336
127,337
3615,338
1130,339
1764,339
4196,340
581,341
1666,341
4969,342
552,342
2101,342
1099,342
2391,342
2390,342
2962,343
3788,343
543,343
3792,343
791,343
2047,343
2435,343
1091,343
1183,343
4635,343
292,343
82,343
3427,344
918,344
831,344
4155,344
1189,344
1966,345
1904,345
4793,345
1338,345
3176,345
4459,347
4323,348
4323,349
2975,350
687,350
1158,350
4224,350
270,350
2391,350
4224,351
1573,351
270,351
901,351
4224,352
270,352
2391,352
1272,352
901,352
270,353
901,353
270,354
2391,354
901,354
492,355
270,355
901,355
532,356
2188,356
373,356
3235,356
531,357
3753,357
1160,358
3788,358
4339,358
4137,358
2264,359
552,360
4304,360
3660,360
1111,361
2105,361
729,361
483,361
1263,361
2002,362
2472,363
3405,363
301,363
791,363
4389,363
4100,363
1960,363
4911,363
1502,364
3717,365
572,365
4376,365
3921,365
829,365
536,365
1757,365
715,365
3439,365
4250,366
4476,366
3801,366
1476,366
4902,367
3801,367
2250,367
2091,368
2403,368
2194,369
477,370
4224,370
4798,371
1486,372
3497,373
4128,373
132,374
4459,375
4461,375
2365,375
2456,376
2699,376
4806,376
1450,377
3958,377
1576,377
1457,377
4918,377
831,378
1320,379
552,380
1065,380
3799,381
2966,382
2456,382
4709,382
1185,382
3612,383
2486,383
4159,384
3814,385
4321,385
2970,385
2456,385
1527,385
3801,386
4886,387
1096,388
3981,388
3790,389
3690,390
888,391
4591,391
2902,391
3597,393
129,394
2455,395
2472,396
1808,397
944,397
3249,398
3470,398
4997,398
1642,398
1662,399
1891,399
3306,400
2661,400
2219,400
1282,401
444,401
2481,402
4928,402
4246,403
3853,403
3717,404
4876,404
2078,404
3876,405
381,405
3830,406
3128,407
9,408
1444,409
1397,410
4170,410
3853,411
46,412
3094,413
3535,413
728,413
1743,413
1254,413
4243,413
2094,413
901,413
3853,414
4689,415
35,418
3316,419
2811,420
1855,420
703,421
581,421
502,421
3460,421
1595,422
348,422
2034,422
3413,423
3046,423
4563,425
1921,425
517,426
1239,427
1308,428
2456,428
3597,428
373,428
151,428
2331,428
2115,429
2091,430
4628,430
392,431
4320,431
2179,432
879,432
3233,432
4317,432
3782,432
1882,432
751,432
258,432
3509,432
4720,432
2841,432
894,432
2173,432
336,432
2948,432
1840,432
3997,432
4998,432
4764,432
1475,433
2481,434
4294,434
1685,435
4563,435
1357,435
2254,436
4717,437
4867,437
4773,437
4236,437
1000,437
4808,437
2868,437
3985,437
3434,437
3297,437
3899,438
3165,439
3082,439
2570,439
321,439
2469,439
4178,439
791,439
1795,439
1730,439
4356,439
4025,439
3597,439
2481,439
243,439
230,439
2351,439
2894,439
4827,439
1439,439
2210,440
656,440
4208,440
4787,441
3303,442
1292,443
1292,444
310,445
1233,446
4108,447
4919,447
2929,448
4605,448
82,449
4019,450
4294,450
3010,450
906,451
3166,451
2391,451
901,451
3069,452
20,452
1568,452
3669,452
4008,452
2103,453
1019,453
2142,453
1423,454
3782,454
3450,454
2047,454
2912,454
4464,454
470,455
496,455
1357,455
2195,456
2669,456
2654,456
2696,456
1642,456
4730,456
569,456
2919,456
21,457
552,457
4274,457
1031,457
3763,457
791,457
1949,457
4752,457
4764,457
1231,458
4114,458
48,458
1841,458
1964,458
1324,458
1642,458
4397,458
1726,458
2581,458
3254,459
3128,459
1897,459
2489,459
3171,459
1475,460
2919,460
1685,461
3306,461
1595,462
4652,462
730,462
1861,462
3145,463
239,463
1568,463
3167,463
1480,463
3997,463
1520,464
3415,465
4607,466
9,467
3600,467
300,467
85,467
1082,467
1747,467
3597,467
3209,467
88,467
2473,467
2230,467
993,467
4770,467
2017,467
445,467
4918,467
3010,467
4797,467
1385,467
4794,468
4395,468
2127,468
4388,468
1874,468
1484,468
1471,468
834,468
3090,468
4006,469
4459,469
320,469
774,469
3185,469
9,470
2773,470
84,470
90,470
3010,470
4276,471
2183,471
2912,472
802,472
1525,473
4331,473
4544,473
4454,474
3279,475
1440,475
4720,475
1573,475
1593,475
4994,475
2860,476
1567,476
496,476
785,477
3091,477
1119,478
2474,478
4842,478
441,479
3496,479
2839,479
1618,479
2186,479
2484,480
3494,480
6,481
2940,481
614,481
3360,481
3028,482
296,483
3724,483
3740,483
4464,483
552,484
4790,484
1489,484
2416,484
1555,484
1776,484
2572,484
3296,484
1662,484
2584,484
4556,484
430,485
2456,485
110,485
2481,485
310,485
3664,486
4225,487
4031,487
3773,488
552,488
12,488
2450,488
1122,488
1475,488
581,488
4634,488
373,488
3034,488
1016,488
3010,488
4285,489
272,489
1270,489
906,490
2807,490
2008,490
614,490
4842,490
4056,491
2416,492
2674,493
982,494
4742,494
4602,494
922,494
581,494
2456,494
4207,494
2915,494
3597,494
1456,494
231,494
3442,494
1961,494
618,494
1642,494
893,494
1815,494
310,494
4842,494
53,494
901,494
1271,495
1821,495
373,495
3130,495
2888,495
4758,495
1469,496
2141,496
569,497
3547,498
4749,498
1502,498
4555,498
1270,498
4556,498
2326,498
2051,499
3116,499
294,499
4699,499
4865,499
3967,499
1945,500
3342,500
4998,500
3863,500
56,501
1824,502
2456,502
901,502
1215,503
3071,504
3528,505
2981,506
790,507
461,507
97,508
6,508
2391,508
901,508
1475,509
1579,509
4459,509
1415,510
1504,510
4816,510
667,510
4835,510
113,510
542,510
3863,510
415,510
1571,511
2456,511
1363,511
1322,511
1213,511
2940,512
1480,513
4852,513
1435,514
2474,514
3488,515
314,515
2399,515
3853,515
3526,516
3279,517
1004,517
381,517
4455,518
317,518
1310,519
4946,519
270,519
622,520
2351,521
4314,522
3498,523
4021,523
1768,523
2459,523
4151,524
3908,525
2474,526
3970,527
2975,527
2671,527
4423,527
3823,527
3146,527
3468,527
3636,527
993,527
3130,527
3010,527
4747,527
933,528
2472,529
1230,529
5,529
3322,529
1795,529
1438,529
4232,529
3466,529
2371,529
2400,529
2068,529
3010,529
1869,530
53,531
1423,532
3128,532
4224,533
1815,533
2645,534
920,535
2758,535
4314,535
3830,535
774,537
2912,537
1828,538
3720,539
2547,539
658,539
3483,539
3634,540
2217,540
2319,540
2470,540
1394,540
2833,540
3499,540
4170,540
614,540
4753,540
3133,540
2077,540
2391,541
901,541
2837,542
774,542
2214,542
82,543
82,544
2045,545
2045,546
906,547
2991,547
550,547
1444,548
3099,548
4915,549
1953,549
2310,549
2371,549
1539,550
2547,551
1892,552
4182,552
636,553
2081,553
4082,553
1941,553
4931,554
3731,555
1687,555
4634,556
3753,556
3043,557
959,557
2912,557
569,557
2416,558
3220,559
3669,559
3833,559
4485,559
3922,560
2210,561
1824,561
1573,561
1732,561
2434,561
3583,562
1573,562
1826,563
2396,564
3823,565
3572,565
3010,565
901,565
3246,566
1050,566
1144,567
2477,567
2111,568
2950,568
3740,568
4244,569
2533,571
1757,571
2456,572
3359,573
2778,573
270,573
4224,574
3010,574
901,574
1804,575
2685,575
4709,575
2837,576
4616,576
1815,576
2456,577
390,579
563,580
395,581
23,582
3466,582
2330,583
4221,584
1573,584
1331,584
2391,585
4897,586
1946,586
3754,586
2470,586
2860,586
4753,586
3140,587
4474,587
2351,587
2456,588
1398,589
716,590
3190,591
3583,591
2481,591
2166,591
4267,591
4998,591
3863,591
2217,592
4919,592
614,592
104,593
2578,593
2928,594
2226,594
1179,595
2631,595
2716,596
2928,596
6,596
1573,596
2481,596
4588,596
3872,596
2570,597
4691,598
2049,598
4523,599
281,599
3551,599
4857,599
4921,600
4084,600
3699,600
4727,601
42,601
2045,601
1511,601
552,602
3989,602
2940,602
82,603
3010,604
1821,605
1339,605
1001,606
4634,606
3383,607
791,607
3912,607
3047,608
4994,608
1122,610
2537,610
3034,610
1410,610
4752,610
1520,610
3990,610
3047,611
791,611
404,612
791,612
3411,612
3037,612
2088,612
1866,613
4170,614
2720,615
552,615
3976,615
3240,616
3282,616
4084,617
314,617
1691,618
2101,618
636,618
4727,618
1835,618
4244,618
2142,618
3235,618
4899,618
2819,619
1011,619
2659,619
1259,619
4263,620
3788,620
3291,620
2254,620
2127,620
2337,620
3823,620
3080,620
1964,620
3374,620
2166,620
4871,620
4289,620
901,620
355,620
3985,621
2159,622
1202,622
4243,622
151,622
4278,623
906,623
2939,623
3346,623
1324,623
3520,623
730,624
4637,625
1757,625
318,626
3145,626
3211,626
3782,626
35,626
1288,626
4983,627
4730,627
82,628
82,629
3737,630
4995,630
2696,630
610,630
82,630
4670,631
314,631
3133,631
2512,632
261,632
93,632
3614,633
1417,633
4914,633
3046,633
3171,633
3211,634
552,634
2487,634
2346,634
1437,634
2450,634
4570,634
1012,634
3792,634
4455,634
4746,634
868,634
4008,634
1583,634
3515,634
1718,634
760,634
2507,634
4240,634
2280,635
4241,635
3235,635
3010,635
4466,636
3788,637
3187,637
35,637
552,638
3788,638
3646,638
4720,638
3660,638
3010,638
901,638
3462,639
3628,639
4585,639
1793,639
509,639
4730,640
3792,641
4920,642
3100,643
3792,643
3919,643
3411,643
1583,643
3954,643
3099,643
292,643
3483,643
215,644
730,645
392,645
3614,646
581,646
2674,646
3363,646
3677,646
4106,646
3788,647
4382,647
1757,647
3099,647
4634,648
2474,648
4946,648
4196,648
4743,649
1589,649
2574,649
559,649
883,649
1104,649
4946,649
970,649
4198,649
2790,649
310,649
901,649
1165,650
3281,650
1785,651
3555,652
3407,652
4642,652
2035,652
496,652
1423,653
1504,653
1641,653
4225,653
552,653
3917,653
581,653
3480,653
2628,653
1106,653
790,653
3022,653
4865,653
2481,653
270,653
1305,653
3166,653
1270,653
4871,653
1264,653
3700,653
4172,653
4518,653
2552,653
581,654
3419,654
2595,654
484,654
3910,654
501,655
57,655
1108,655
3678,655
4695,655
1559,655
4109,655
4793,655
924,655
614,655
4950,655
4236,656
292,656
2472,657
601,657
3492,657
4767,657
4941,657
4811,657
3823,657
4865,657
837,657
3442,657
3061,657
1196,657
310,657
2278,657
901,657
3243,658
3180,659
2841,659
3601,659
261,660
4128,660
4299,661
2960,661
4901,661
4474,661
1776,661
2429,662
1637,663
182,663
791,663
3782,664
2481,664
3166,664
1941,664
4579,664
400,665
2481,665
371,665
2481,666
371,666
3597,667
904,668
3080,668
2081,669
1862,671
234,672
1821,673
1622,674
2206,674
774,674
4965,674
693,675
4382,675
791,676
2912,676
314,676
1009,676
1322,677
3327,677
2241,678
881,678
2481,678
4009,678
1727,678
3746,679
824,680
1740,681
2912,682
3975,683
2912,683
4885,684
4159,684
2346,685
4287,685
242,685
1262,685
2962,686
4382,686
1517,686
1573,686
2206,686
270,686
1305,686
1642,686
3734,686
4464,686
1008,687
1053,687
4960,688
945,688
2686,688
3513,688
19,688
1013,689
1595,690
1866,691
2981,692
3267,692
2845,692
2703,692
1972,692
2963,692
4635,692
1666,692
603,693
3211,694
552,694
3782,694
3308,694
1826,694
2102,694
3853,694
3010,694
1299,695
4652,696
3893,698
3912,698
791,699
1864,699
1038,700
3082,701
9,701
4511,701
3293,701
1923,701
1189,701
1787,701
2531,701
1393,701
2142,701
1765,701
2038,701
4764,701
466,702
2529,702
2136,702
2038,702
2142,703
576,704
182,704
4865,704
45,704
618,704
428,705
1502,706
2142,706
4605,706
392,706
2142,707
916,708
795,709
3921,709
3424,710
4630,710
1143,710
4717,711
3498,712
1785,712
2841,712
2354,712
3700,712
3298,713
3298,714
182,715
3293,715
155,715
2136,715
2566,715
4764,715
3871,715
2142,716
4625,717
4832,717
3510,717
1311,717
2746,717
1735,717
1787,717
3921,717
38,717
3607,717
2880,717
2502,717
2184,717
4764,717
257,717
1749,717
4484,717
4453,717
4612,717
3320,717
690,718
3572,718
2450,719
3921,719
4764,719
2859,719
1415,720
2710,720
2962,720
4295,720
791,720
3385,720
4269,720
35,720
1785,721
3597,721
1295,722
3173,722
2077,722
4023,723
3829,723
1173,724
35,724
2354,725
2482,725
182,726
1736,726
4920,726
3678,727
220,727
1785,727
4345,727
834,727
3010,727
1357,727
3195,728
270,729
3420,731
1401,731
3275,731
1704,731
4793,731
2860,731
2258,731
4694,731
3995,731
3949,732
398,732
552,732
182,732
3902,732
4178,732
249,732
1735,732
522,732
1680,732
4472,732
1044,732
1750,733
4087,733
3921,733
3199,733
4774,733
2437,734
4501,734
4720,734
3592,734
2880,735
1101,736
6,736
1423,737
1329,737
3236,737
4019,737
3064,737
3606,737
3080,737
1770,737
4659,737
1130,737
4609,737
230,737
3921,737
970,737
3188,737
4764,737
3736,737
1783,737
4239,737
2892,738
3298,738
3453,738
2833,738
829,738
926,738
3660,738
4017,739
4596,740
301,741
2395,742
419,742
459,742
1813,742
1230,742
301,742
3260,742
3481,742
59,742
4375,742
3686,742
3815,742
1114,742
4009,742
3736,742
4464,742
4320,742
3818,742
182,743
2939,743
3095,743
791,743
3080,743
397,743
1573,743
4583,743
926,743
3660,743
4764,743
3187,744
1525,744
2841,744
4111,744
3034,744
1053,744
4137,744
3429,744
292,744
2439,744
4399,745
3634,745
4563,745
3720,745
1122,745
4129,745
4178,745
791,745
3080,745
528,745
882,745
373,745
2481,745
3034,745
774,745
4864,745
2753,745
4233,746
3946,746
3498,746
975,746
3688,746
2991,746
258,746
1094,746
3942,746
473,746
4147,746
4932,746
1392,746
4557,746
1528,746
4164,746
953,746
1879,746
1208,746
4877,746
4244,747
3824,748
3203,748
2115,748
3056,748
896,748
4354,748
3203,749
963,749
4871,749
1941,750
2010,751
1815,752
295,753
4263,753
811,753
2137,753
4793,754
104,754
952,754
4764,754
2871,754
1656,755
3369,756
314,756
811,756
4020,756
492,757
4399,757
3780,757
1889,757
4563,757
4490,757
1098,757
1377,757
2771,757
2767,757
228,757
3954,757
132,757
3644,757
573,757
4463,757
4664,758
3126,758
1486,759
4176,759
2949,759
4571,759
3360,759
1993,759
1108,760
2450,760
1815,760
292,760
569,760
4842,760
1050,760
2415,761
1902,761
1646,761
2779,761
482,761
4446,761
581,761
3325,761
2625,761
1591,761
3423,761
625,761
4806,761
4474,761
937,761
4122,761
3506,761
3571,761
946,761
4752,761
3838,761
2095,761
1466,761
248,761
2777,761
3863,761
1357,761
3404,762
4199,762
3050,762
1444,762
4244,762
2513,762
2452,762
3190,763
4502,763
2023,763
581,763
1583,763
1270,763
658,763
292,763
2020,764
668,764
552,764
201,764
3917,764
510,764
497,764
2139,764
4946,764
1573,764
3385,764
270,764
3954,764
3496,765
4973,765
3352,765
3057,765
4489,766
2292,766
4028,766
3525,766
2433,766
682,766
503,766
4643,767
292,767
334,768
2558,768
4793,768
77,768
2107,768
4030,768
930,769
2752,769
1619,769
1107,769
4973,769
4821,769
1993,769
796,770
3082,770
2472,770
2591,770
220,770
2456,770
3790,770
1573,770
4865,770
2481,770
336,770
3166,770
231,770
4009,770
1913,770
310,770
2569,771
4652,771
2450,771
615,771
791,771
2841,771
2472,772
4490,772
373,772
1198,772
674,772
4871,772
331,772
4898,772
310,772
844,772
3986,772
4477,772
3091,772
552,773
2731,773
4946,773
270,773
3917,774
4946,774
3385,774
2481,774
4474,774
270,774
275,774
953,774
1913,774
2547,775
2481,775
2807,776
3535,776
4459,776
4973,776
1200,776
2209,777
2912,777
3917,778
4716,778
3366,778
3124,778
2139,778
2944,778
4946,778
3385,778
270,778
3378,779
1217,779
2481,779
3054,779
3382,779
441,780
791,780
3014,780
2934,780
3830,780
3090,780
12,781
2509,781
213,781
2371,781
1476,782
791,782
1680,783
549,784
117,784
1785,785
2450,786
4476,786
3889,786
1109,786
4472,786
1285,786
2606,786
4868,786
2919,786
3415,787
1496,787
3173,787
3730,788
552,788
1756,788
258,788
2696,788
4337,788
1272,788
1222,788
1066,788
2042,788
2622,789
2158,789
4553,789
2435,789
3878,789
292,789
647,790
4431,790
4243,790
790,790
2481,790
3693,790
3057,790
121,791
3165,791
493,791
3180,791
1208,791
3352,792
2624,792
638,793
118,793
3462,794
4310,794
1123,795
3237,795
3601,795
1796,797
113,797
1357,797
1973,799
3995,799
3047,800
791,800
1652,800
1520,800
3320,800
3922,801
348,801
4282,801
2842,802
105,802
2429,802
1945,802
1352,804
2674,804
811,805
1067,805
2986,806
4616,806
3149,806
676,806
1815,806
1050,806
3047,807
2456,807
4770,807
734,808
3333,808
1081,808
3281,808
1410,808
103,808
4018,808
4994,808
4547,808
4263,809
185,809
1064,809
3316,809
310,809
4204,809
3352,810
2500,810
2730,811
3291,811
1292,811
4176,811
2940,811
3148,812
1796,812
3190,813
3720,813
4634,813
1553,813
886,813
4525,814
4159,814
1595,815
4224,815
1686,815
3165,816
813,816
1444,816
3483,816
3010,816
3123,817
14,817
4480,818
3622,818
2992,819
2326,819
4019,820
3917,820
4244,820
4946,820
3385,820
2142,820
270,820
1258,820
1757,820
4240,820
4793,821
3190,822
1026,822
2486,822
3404,822
2023,822
4400,822
1383,822
841,822
3643,822
543,823
4185,823
2456,824
2547,824
2509,824
1290,824
2912,824
1762,825
3492,825
1440,825
231,825
4224,826
1833,827
4994,827
4021,828
3735,828
4022,828
3351,829
3737,829
4504,829
4709,829
1514,829
201,830
2051,830
671,830
2456,830
791,830
774,830
4365,830
992,830
2570,831
1824,831
2474,831
288,831
1769,832
856,832
791,832
4995,832
2509,832
4817,832
1285,832
4110,832
3062,832
2610,833
3539,834
4224,835
684,835
3995,835
4224,836
3717,837
3383,837
580,837
3534,837
1595,838
3462,838
61,838
457,838
2393,838
2436,838
1492,838
3986,838
1444,839
1798,840
4517,840
1475,840
2456,840
2725,840
1324,840
1198,840
2335,840
1754,841
2811,841
4870,841
2904,842
4666,842
270,842
1776,842
3853,842
1313,843
1041,843
340,843
4244,843
2696,843
2481,843
4732,843
3014,843
3601,843
3614,844
4362,844
1400,844
371,844
774,845
2733,846
774,846
3411,847
2214,847
82,847
2886,848
2781,848
1180,848
1469,849
552,849
3763,849
2478,849
1642,850
4474,851
3079,852
332,852
35,852
4232,852
1879,852
1494,852
3331,852
2962,853
3782,853
1571,853
2600,854
2547,854
2145,854
1104,854
658,854
438,854
292,854
3483,854
4234,855
208,856
1765,856
3014,856
1077,856
4571,856
3516,856
4764,856
1671,856
1816,857
4693,857
1704,857
4884,857
538,857
4123,857
2645,858
4001,860
4664,860
2574,860
996,860
2621,860
4243,860
2118,860
4547,860
803,860
2263,861
4598,862
4545,862
3031,863
4353,864
4002,864
1486,865
3672,865
1817,865
2481,865
4994,865
1208,865
1816,866
3717,866
1691,866
3415,866
880,866
2433,866
1982,866
1331,866
4846,867
730,868
55,868
1815,868
2771,869
1944,869
3672,870
3698,870
3848,870
3926,871
2450,872
774,873
3479,874
524,875
2271,875
1815,875
3483,875
4655,875
2370,876
1940,876
2210,877
2718,877
4772,877
3386,877
881,877
202,877
98,878
4673,879
3160,880
1720,881
4670,881
4764,881
4225,882
2456,882
2786,882
719,882
4774,882
4240,882
2001,882
3346,883
968,883
3766,883
3829,883
2040,883
655,885
2822,885
63,886
4914,887
4153,888
3128,889
2912,889
581,890
4888,890
4625,891
1026,891
3149,892
1974,892
2669,892
1182,892
4599,893
2001,894
4471,895
774,895
4468,896
2472,896
1769,896
4241,896
2306,897
1678,898
2481,898
4107,899
4198,900
2448,900
1881,901
4362,901
269,902
4031,903
270,904
4029,904
2034,905
400,906
552,906
4824,906
2042,906
3243,907
4931,907
1598,907
1743,907
2381,908
4750,908
2380,909
406,909
4053,909
312,909
3643,909
774,909
946,909
2214,909
4365,909
4071,909
2478,909
2240,910
2324,910
2035,910
3656,910
2415,911
1836,911
2033,911
4395,912
4086,912
2426,912
4710,912
2149,912
1496,912
1017,912
1612,912
3050,912
4222,912
1568,912
3079,912
791,912
2285,912
71,912
4865,912
892,912
287,912
3395,912
4547,912
4579,912
3090,912
791,913
1262,913
